TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,TAS19,ER30000,ER30001,ER30002,ER31988,ER31989,ER32000,ER32022,ER32034,ER32036,ER32049,V17701,V17703,V17798,ER30642,ER30643,ER30644,ER30645,ER30653,ER30657,ER30659,V19001,V19003,V19098,ER30689,ER30690,ER30691,ER30692,ER30699,ER30703,V20301,V20303,V20398,ER30733,ER30734,ER30735,ER30736,ER30744,ER30748,V21601,V21603,ER30806,ER30807,ER30808,ER30809,ER30816,ER30820,ER2001,ER4157,ER33101,ER33102,ER33103,ER33104,ER33111,ER33115,ER5001,ER6997,ER33201,ER33202,ER33203,ER33204,ER33211,ER33215,ER7001,ER9248,ER33301,ER33302,ER33303,ER33304,ER33311,ER33315,ER10001,ER10004,ER33401,ER33402,ER33403,ER33404,ER33411,ER33415,ER13001,ER13005,ER33501,ER33502,ER33503,ER33504,ER33512,ER33516,ER17001,ER17005,ER33601,ER33602,ER33603,ER33604,ER33612,ER33616,ER21001,ER21004,ER33701,ER33702,ER33703,ER33704,ER33712,ER33716,ER25001,ER25004,ER33801,ER33802,ER33803,ER33804,ER33813,ER33817,ER33838F,TA050001,TA050189,TA050953,ER36001,ER36004,ER33901,ER33902,ER33903,ER33904,ER33913,ER33917,ER33938F,TA070001,TA070207,TA070934,ER42001,ER42004,ER34001,ER34002,ER34003,ER34004,ER34016,ER34020,ER34032D,TA090001,TA090222,TA090998,ER47301,ER47304,ER34101,ER34102,ER34103,ER34104,ER34116,ER34119,ER34144D,TA110001,TA110223,TA111140,ER53001,ER53004,ER34201,ER34202,ER34203,ER34204,ER34216,ER34230,ER34251D,TA130001,TA130222,TA131244,ER60001,ER60004,ER34301,ER34302,ER34303,ER34305,ER34317,ER34349,ER34401D,TA150001,TA150214,TA151304,ER66001,ER66004,ER34501,ER34502,ER34503,ER34504,ER34516,ER34548,ER34639,TA170001,TA170204,TA171991,ER72001,ER72004,ER34701,ER34702,ER34703,ER34704,ER34716,ER34752,ER34848,TA190001,TA190257,TA192198
1,,,,,,,,1.0,3,844,37,0,0,2,0,0,9999,2,3.0,3.0,3.0,7252,0,0,0,0,0,0,3.0,3.0,3.0,8032,0,0,0,0,0,4.0,3.0,3.0,9145,0,0,0,0,0,4.0,3.0,139,0,0,0,0,0,6.0,5.0,11945,0,0,0,0,0,6.0,5.0,7049,0,0,0,0,0,6.0,5.0,7373,0,0,0,0,0,7.0,29.0,5574,0,0,0,0,0,8.0,47.0,3066,0,0,0,0,0,6.0,47.0,6445,0,0,0,0,0,8.0,47.0,1100,4,30,1,0,0,6.0,47.0,3063,4,30,3,0,0,0,,,,,,0,0,0,0,0,0,0,,,,5.0,47.0,8685,73,30,8,0,0,0,,,,5.0,47.0,6652,3,30,9,0,0,0,,,,3.0,47.0,8678,3,30,12,0,0,0,,,,1.0,47.0,7861,3,30,14,0,0,0,,,,2.0,47.0,7824,3,30,15,0,0,0,,,,1.0,47.0,4392,3,30,18,1,11,0,2.0,4760.0,0.0
1,,,,,,,1.0,,3,845,172,0,0,2,0,0,9999,2,3.0,23.0,3.0,3634,0,0,0,0,0,0,3.0,23.0,3.0,2332,0,0,0,0,0,4.0,23.0,3.0,408,0,0,0,0,0,4.0,23.0,1685,0,0,0,0,0,6.0,28.0,5267,0,0,0,0,0,6.0,28.0,309,0,0,0,0,0,6.0,28.0,379,0,0,0,0,0,7.0,28.0,3423,0,0,0,0,0,8.0,28.0,6237,0,0,0,0,0,,,0,0,0,0,0,0,8.0,28.0,6261,3,30,3,0,0,6.0,28.0,1605,2,30,5,0,0,0,,,,,,0,0,0,0,0,0,0,,,,5.0,28.0,7786,3,30,10,0,0,0,,,,5.0,28.0,7667,3,30,11,0,0,0,,,,3.0,28.0,8522,3,60,14,0,0,0,,,,1.0,28.0,5981,3,60,15,0,0,0,,,,2.0,28.0,7296,3,60,17,7,12,0,2.0,5620.0,0.0,1.0,28.0,1637,51,60,19,0,0,0,,,
4,,1.0,1.0,1.0,1.0,,,,3,846,30,5,0,2,98,0,9999,2,3.0,23.0,4.0,816,4,30,2,0,0,0,3.0,23.0,4.0,7751,4,30,3,0,0,4.0,23.0,4.0,7706,4,30,5,0,0,4.0,23.0,7343,4,30,6,0,0,6.0,28.0,5271,4,30,7,0,0,6.0,28.0,2684,3,30,7,0,0,6.0,28.0,4125,3,30,8,0,0,7.0,28.0,1437,3,30,9,0,0,8.0,28.0,2548,3,30,11,0,0,6.0,28.0,4251,2,30,13,0,0,8.0,28.0,2539,2,30,15,0,0,6.0,28.0,1994,2,30,17,7,10,0,,,,7.0,28.0,2606,2,30,19,7,12,12480,4.0,781.0,0.0,5.0,26.0,7739,1,10,22,1,16,0,3.0,392.0,0.0,5.0,26.0,2965,1,10,23,3,16,0,2.0,470.0,0.0,3.0,26.0,905,1,10,25,1,16,0,2.0,470.0,0.0,1.0,26.0,968,1,10,27,1,16,0,,,,2.0,26.0,2572,1,10,29,5,16,0,,,,1.0,26.0,4691,1,10,31,5,16,0,,,
5,,1.0,1.0,1.0,1.0,1.0,,,3,846,40,5,0,2,1,0,9999,2,3.0,23.0,3.0,817,3,30,2,0,0,0,3.0,23.0,3.0,6569,3,30,3,0,0,4.0,23.0,4.0,940,3,30,4,0,0,4.0,23.0,7219,3,30,5,0,0,6.0,28.0,5272,3,30,6,0,0,6.0,28.0,2951,3,30,7,0,0,6.0,28.0,4275,3,30,8,0,0,7.0,28.0,1882,3,30,9,0,0,8.0,28.0,557,3,30,11,0,0,6.0,28.0,6211,4,33,13,0,0,8.0,28.0,4013,2,30,15,0,0,6.0,28.0,1447,2,30,17,1,10,0,,,,7.0,28.0,3692,2,30,19,7,12,900,4.0,401.0,0.0,5.0,28.0,6465,2,30,21,1,15,8000,3.0,401.0,0.0,5.0,28.0,3296,2,30,23,1,15,8200,2.0,181.0,0.0,3.0,28.0,3881,2,30,25,1,17,17578,2.0,181.0,0.0,1.0,28.0,5755,1,10,27,1,16,0,2.0,496.0,0.0,2.0,28.0,2953,1,10,29,1,16,0,,,,1.0,28.0,7289,1,10,31,1,16,0,,,
5,,,,1.0,1.0,1.0,1.0,1.0,3,846,44,0,0,2,1,0,9999,2,3.0,23.0,5.0,2185,0,0,0,0,0,0,3.0,23.0,5.0,7243,0,0,0,0,0,4.0,23.0,5.0,2214,0,0,0,0,0,4.0,23.0,7342,0,0,0,0,0,6.0,28.0,5270,6,30,1,0,0,6.0,28.0,3484,6,30,1,0,0,6.0,28.0,7922,6,30,2,0,0,7.0,28.0,1885,6,30,3,0,0,8.0,28.0,3554,6,30,5,0,0,6.0,28.0,5440,5,30,7,0,0,8.0,28.0,3784,5,30,9,0,0,6.0,28.0,2608,4,30,11,0,0,0,,,,7.0,28.0,6537,4,30,13,0,0,0,,,,5.0,28.0,6419,4,30,15,0,0,0,,,,5.0,28.0,7540,3,30,17,3,12,0,2.0,0.0,0.0,3.0,28.0,1655,2,30,19,7,13,0,2.0,581.0,0.0,1.0,28.0,3985,2,30,21,1,14,10000,2.0,472.0,0.0,2.0,28.0,3079,2,30,23,3,14,10847,2.0,4720.0,0.0,1.0,28.0,6613,2,30,25,1,14,0,2.0,3930.0,0.0
3,,,,,,1.0,1.0,1.0,3,853,30,0,0,2,0,0,9999,2,3.0,19.0,3.0,6369,0,0,0,0,0,0,3.0,19.0,3.0,8625,0,0,0,0,0,4.0,4.0,1.0,7047,0,0,0,0,0,4.0,4.0,1511,0,0,0,0,0,6.0,6.0,2622,0,0,0,0,0,6.0,6.0,1957,0,0,0,0,0,6.0,6.0,1430,0,0,0,0,0,7.0,6.0,1070,3,30,1,0,0,8.0,41.0,2468,3,30,2,0,0,6.0,41.0,858,3,30,4,0,0,8.0,41.0,2364,3,30,6,0,0,6.0,41.0,4511,3,30,8,0,0,0,,,,7.0,41.0,2353,3,30,10,0,0,0,,,,5.0,41.0,1694,3,30,12,0,0,0,,,,5.0,41.0,1785,3,30,14,0,0,0,,,,3.0,41.0,4822,3,30,16,7,9,0,,,,1.0,41.0,2408,3,30,18,1,11,2000,2.0,462.0,0.0,2.0,41.0,340,51,30,20,0,0,0,2.0,735.0,0.0,1.0,41.0,880,52,30,22,0,0,0,2.0,2850.0,0.0
2,,,,,,,1.0,1.0,3,853,31,0,0,2,0,0,9999,2,3.0,19.0,3.0,6369,0,0,0,0,0,0,3.0,19.0,3.0,8625,0,0,0,0,0,4.0,4.0,1.0,7047,0,0,0,0,0,4.0,4.0,1511,0,0,0,0,0,6.0,6.0,2622,0,0,0,0,0,6.0,6.0,1957,0,0,0,0,0,6.0,6.0,1430,0,0,0,0,0,7.0,6.0,1070,0,0,0,0,0,8.0,41.0,2468,0,0,0,0,0,6.0,41.0,858,4,30,1,0,0,8.0,41.0,2364,4,30,3,0,0,6.0,41.0,4511,4,30,5,0,0,0,,,,7.0,41.0,2353,4,30,7,0,0,0,,,,5.0,41.0,1694,4,30,9,0,0,0,,,,5.0,41.0,1785,4,30,11,0,0,0,,,,3.0,41.0,4822,4,30,13,0,0,0,,,,1.0,41.0,2408,4,30,15,0,0,1200,,,,2.0,41.0,340,3,30,17,1,11,13447,2.0,4150.0,0.0,1.0,41.0,880,51,30,19,0,0,0,2.0,3620.0,0.0
4,1.0,1.0,1.0,1.0,,,,,3,856,34,5,0,2,2,1,2012,1,3.0,41.0,5.0,4995,4,30,2,0,0,0,3.0,41.0,6.0,1682,4,30,3,0,0,4.0,41.0,6.0,210,4,30,4,0,0,4.0,41.0,6357,4,30,5,0,0,6.0,47.0,4119,4,30,6,0,0,6.0,47.0,1230,4,30,7,0,0,6.0,47.0,3030,4,30,8,0,0,7.0,47.0,1426,4,30,9,0,0,8.0,55.0,5999,4,30,11,0,0,6.0,55.0,2434,4,30,13,0,0,8.0,55.0,4018,2,30,15,0,0,6.0,55.0,5439,3,30,17,1,11,1760,5.0,472.0,0.0,7.0,55.0,227,3,35,19,1,12,6200,4.0,562.0,0.0,5.0,55.0,288,3,35,21,1,12,11041,3.0,562.0,0.0,5.0,55.0,873,2,30,23,1,12,10988,2.0,874.0,0.0,3.0,55.0,3983,71,30,25,0,0,0,,,,1.0,55.0,8238,2,20,28,1,13,0,,,,2.0,55.0,4418,2,20,29,1,13,0,,,,1.0,55.0,8463,2,20,32,1,13,0,,,
4,,,1.0,1.0,1.0,,,1.0,3,863,33,5,0,2,98,0,9999,2,3.0,29.0,3.0,1758,0,0,0,0,0,0,3.0,29.0,3.0,6102,0,0,0,0,0,4.0,29.0,4.0,1216,4,30,1,0,0,4.0,29.0,3520,4,30,1,0,0,6.0,34.0,11950,4,30,2,0,0,6.0,34.0,554,4,30,3,0,0,6.0,34.0,164,4,30,4,0,0,7.0,34.0,4003,4,30,5,0,0,8.0,34.0,4604,4,30,7,0,0,6.0,34.0,3289,4,30,9,0,0,8.0,34.0,1371,4,30,11,0,0,6.0,34.0,2532,4,30,13,0,0,0,,,,7.0,34.0,195,3,30,15,0,0,0,,,,5.0,34.0,1915,2,30,17,7,11,4000,3.0,450.0,0.0,5.0,34.0,4318,2,30,19,1,14,5000,2.0,540.0,0.0,3.0,34.0,741,2,30,21,1,14,7000,2.0,461.0,0.0,1.0,33.0,3007,1,10,23,1,17,0,,,,2.0,33.0,9593,2,22,26,1,17,0,,,,1.0,33.0,6183,1,10,27,1,17,0,2.0,5550.0,0.0
6,,,1.0,1.0,1.0,1.0,1.0,1.0,3,863,34,5,0,2,0,0,9999,2,3.0,29.0,2.0,5664,0,0,0,0,0,0,3.0,29.0,2.0,6540,0,0,0,0,0,4.0,29.0,3.0,1245,3,30,1,0,0,4.0,29.0,3900,3,30,1,0,0,6.0,34.0,11953,3,30,2,0,0,6.0,34.0,555,3,30,3,0,0,6.0,34.0,639,3,30,4,0,0,7.0,34.0,3786,3,30,5,0,0,8.0,34.0,2425,3,30,7,0,0,6.0,34.0,3925,3,30,9,0,0,8.0,34.0,1539,3,30,11,0,0,6.0,34.0,2460,3,30,13,0,0,0,,,,7.0,34.0,3260,3,30,15,0,0,0,,,,5.0,34.0,1205,3,30,17,1,11,8000,3.0,570.0,0.0,5.0,34.0,3603,51,30,19,0,0,0,2.0,605.0,0.0,3.0,34.0,4216,52,30,21,0,0,0,2.0,411.0,0.0,1.0,13.0,4199,1,10,23,1,16,0,2.0,423.0,0.0,2.0,13.0,4582,1,10,25,1,16,0,2.0,4200.0,0.0,1.0,13.0,7952,2,22,27,1,16,0,2.0,4200.0,0.0
4,1.0,,1.0,1.0,1.0,,,,3,866,33,2,2,2,0,0,9999,2,3.0,31.0,4.0,2181,4,30,2,0,0,0,3.0,31.0,5.0,6875,5,30,3,0,0,4.0,31.0,5.0,7622,5,30,4,0,0,4.0,31.0,8169,5,30,5,0,0,6.0,36.0,5289,5,30,6,0,0,6.0,36.0,3487,5,30,7,0,0,6.0,36.0,3063,5,30,8,0,0,7.0,36.0,1098,5,30,9,0,0,8.0,36.0,3937,4,30,11,0,0,6.0,36.0,3112,4,30,13,0,0,8.0,36.0,7312,3,30,15,0,0,6.0,36.0,2809,3,30,17,7,11,0,5.0,0.0,0.0,7.0,36.0,2625,3,30,19,7,13,0,,,,5.0,36.0,3263,51,30,21,7,13,0,3.0,464.0,0.0,5.0,36.0,7684,2,30,23,0,0,0,2.0,472.0,0.0,3.0,36.0,8491,2,30,25,1,16,18000,2.0,230.0,0.0,1.0,36.0,7868,2,30,27,1,16,10000,,,,2.0,36.0,7799,2,30,29,1,17,30000,,,,1.0,36.0,3322,2,30,31,1,17,11000,,,
2,,,,,,,1.0,1.0,3,866,34,0,0,2,1,1,2017,1,3.0,31.0,4.0,2181,0,0,0,0,0,0,3.0,31.0,5.0,6875,0,0,0,0,0,4.0,31.0,5.0,7622,0,0,0,0,0,4.0,31.0,8169,0,0,0,0,0,6.0,36.0,5289,0,0,0,0,0,6.0,36.0,3487,0,0,0,0,0,6.0,36.0,3063,0,0,0,0,0,7.0,36.0,1098,0,0,0,0,0,8.0,36.0,6320,3,30,1,0,0,6.0,36.0,3885,3,30,3,0,0,8.0,36.0,1611,3,30,5,0,0,6.0,36.0,3733,3,30,7,0,0,0,,,,7.0,36.0,1574,3,30,9,0,0,0,,,,5.0,37.0,906,3,30,11,0,0,0,,,,5.0,37.0,6795,3,30,13,0,0,0,,,,3.0,37.0,2629,3,30,15,0,0,0,,,,1.0,37.0,3525,3,30,17,7,11,0,,,,2.0,37.0,9316,2,20,20,6,12,0,2.0,0.0,0.0,1.0,13.0,2919,2,20,21,6,12,0,2.0,0.0,0.0
5,,,,1.0,1.0,1.0,1.0,1.0,3,868,34,5,0,2,0,1,2017,1,3.0,31.0,2.0,2960,0,0,0,0,0,0,3.0,31.0,2.0,5855,0,0,0,0,0,4.0,31.0,1.0,4555,0,0,0,0,0,4.0,31.0,392,3,30,1,0,0,6.0,36.0,5295,3,30,1,0,0,6.0,36.0,2952,3,30,2,0,0,6.0,36.0,3653,3,30,3,0,0,7.0,36.0,3198,3,30,4,0,0,8.0,36.0,2535,3,30,6,0,0,6.0,36.0,7384,3,30,8,0,0,8.0,36.0,7437,3,30,10,0,0,6.0,36.0,7321,2,30,12,0,0,0,,,,7.0,42.0,3494,3,33,14,0,0,0,,,,5.0,42.0,3279,3,33,16,7,9,0,,,,5.0,42.0,2010,3,33,18,1,11,1230,2.0,411.0,0.0,3.0,42.0,6843,3,33,20,1,14,2280,2.0,476.0,0.0,1.0,42.0,3114,51,33,22,7,16,6100,2.0,231.0,0.0,2.0,36.0,7160,1,10,24,3,17,0,2.0,2330.0,0.0,1.0,36.0,6976,2,20,26,1,17,0,2.0,350.0,0.0
1,,,,,,1.0,,,3,868,37,0,0,2,0,0,9999,2,3.0,31.0,2.0,2529,0,0,0,0,0,0,3.0,31.0,1.0,7943,0,0,0,0,0,4.0,31.0,2.0,7729,0,0,0,0,0,4.0,31.0,1321,0,0,0,0,0,6.0,12.0,5294,0,0,0,0,0,6.0,12.0,8641,0,0,0,0,0,6.0,12.0,6014,0,0,0,0,0,7.0,12.0,4196,3,30,1,0,0,8.0,12.0,2462,3,30,2,0,0,6.0,12.0,3105,3,30,4,0,0,8.0,12.0,2384,3,30,6,0,0,6.0,12.0,1111,3,30,8,0,0,0,,,,7.0,12.0,1441,3,30,10,0,0,0,,,,5.0,12.0,5203,3,30,12,0,0,0,,,,5.0,12.0,223,2,30,14,0,0,0,,,,3.0,12.0,8711,2,30,17,1,11,0,,,,1.0,12.0,9072,2,30,19,3,12,300,2.0,562.0,0.0,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,
4,1.0,1.0,1.0,1.0,,,,,3,880,30,5,0,2,0,0,9999,2,3.0,36.0,5.0,5048,3,30,6,0,0,0,3.0,36.0,5.0,3951,3,30,7,0,0,4.0,36.0,5.0,4602,3,30,8,0,0,4.0,36.0,3213,3,30,9,0,0,6.0,41.0,4125,3,30,10,0,0,6.0,41.0,6626,3,30,10,0,0,6.0,41.0,1760,3,30,11,0,0,7.0,41.0,1062,3,30,12,0,0,8.0,41.0,3298,3,30,15,0,0,6.0,41.0,3021,3,30,17,7,10,8.0,41.0,1976,3,30,19,1,12,6.0,41.0,4533,3,30,21,3,12,12618,5.0,401.0,0.0,7.0,41.0,832,3,30,22,1,12,13251,4.0,401.0,0.0,5.0,41.0,8052,1,10,25,1,12,0,3.0,402.0,0.0,5.0,41.0,7600,1,10,27,1,12,0,2.0,401.0,0.0,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,
3,,,,,1.0,1.0,1.0,,3,880,33,0,0,2,0,0,9999,2,3.0,36.0,4.0,4730,0,0,0,0,0,0,3.0,36.0,3.0,2834,0,0,0,0,0,4.0,36.0,3.0,4597,0,0,0,0,0,4.0,36.0,4494,0,0,0,0,0,6.0,41.0,4126,0,0,0,0,0,6.0,41.0,2427,4,60,1,0,0,6.0,41.0,973,4,60,1,0,0,7.0,41.0,603,4,60,2,0,0,8.0,41.0,6512,3,30,4,0,0,6.0,41.0,4370,3,35,6,0,0,8.0,41.0,917,3,33,8,0,0,6.0,41.0,1893,3,33,10,0,0,0,,,,7.0,41.0,1451,2,30,12,0,0,700,,,,5.0,41.0,1831,2,30,14,0,0,0,,,,5.0,41.0,4419,3,30,16,1,9,864,,,,3.0,41.0,2500,3,35,18,3,11,3086,2.0,435.0,0.0,1.0,41.0,220,3,60,20,3,13,0,2.0,0.0,0.0,2.0,41.0,2734,3,60,22,1,13,10847,2.0,3945.0,0.0,1.0,41.0,8568,71,60,24,9,13,0,,,
3,,,,,1.0,1.0,,1.0,3,891,31,0,0,2,0,0,9999,2,3.0,6.0,3.0,2090,0,0,0,0,0,0,3.0,6.0,3.0,1801,0,0,0,0,0,4.0,6.0,3.0,2584,0,0,0,0,0,4.0,6.0,3545,0,0,0,0,0,6.0,9.0,5311,0,0,0,0,0,6.0,8.0,4721,3,30,1,0,0,6.0,8.0,6360,3,30,2,0,0,7.0,8.0,85,3,30,3,0,0,8.0,8.0,4103,2,30,5,0,0,6.0,8.0,5129,3,33,7,0,0,8.0,8.0,3841,3,33,9,0,0,6.0,8.0,3809,3,30,11,0,0,0,,,,7.0,8.0,5201,3,30,13,0,0,0,,,,5.0,8.0,4647,3,30,15,0,0,0,,,,5.0,8.0,6011,3,30,17,7,11,0,,,,3.0,8.0,1730,51,30,19,7,0,436,2.0,0.0,0.0,1.0,8.0,2605,52,30,21,0,0,0,2.0,413.0,0.0,,,0,0,0,0,0,0,0,,,,1.0,30.0,3404,1,10,25,1,16,0,2.0,4000.0,0.0
2,,,,,1.0,,,1.0,3,891,32,0,0,2,0,0,9999,2,3.0,6.0,3.0,2090,0,0,0,0,0,0,3.0,6.0,3.0,1801,0,0,0,0,0,4.0,6.0,3.0,2584,0,0,0,0,0,4.0,6.0,3545,0,0,0,0,0,6.0,9.0,5311,0,0,0,0,0,6.0,8.0,4721,0,0,0,0,0,6.0,8.0,6360,4,30,1,0,0,7.0,8.0,85,4,30,1,0,0,8.0,8.0,4103,3,30,3,0,0,6.0,8.0,5129,4,33,6,0,0,8.0,8.0,3841,4,33,8,0,0,6.0,8.0,3809,4,30,10,0,0,0,,,,7.0,8.0,5201,4,30,12,0,0,0,,,,5.0,8.0,4647,4,30,14,0,0,0,,,,5.0,8.0,6011,4,30,16,7,10,0,,,,3.0,8.0,1730,3,30,17,7,11,0,2.0,462.0,0.0,1.0,8.0,2605,51,30,19,0,0,0,,,,,,0,0,0,0,0,0,0,,,,1.0,30.0,3404,51,30,24,0,0,0,2.0,7800.0,0.0
1,,,,,,,,1.0,3,894,33,0,0,2,0,0,9999,2,3.0,34.0,5.0,4072,0,0,0,0,0,0,3.0,34.0,4.0,5017,0,0,0,0,0,4.0,34.0,4.0,3873,0,0,0,0,0,4.0,34.0,1862,0,0,0,0,0,6.0,39.0,5313,0,0,0,0,0,6.0,39.0,2686,0,0,0,0,0,6.0,39.0,4717,0,0,0,0,0,7.0,39.0,5598,0,0,0,0,0,8.0,39.0,3776,0,0,0,0,0,6.0,39.0,3940,0,0,0,0,0,8.0,39.0,2099,3,30,1,0,0,6.0,39.0,1727,3,30,3,0,0,0,,,,7.0,39.0,1973,3,30,5,0,0,0,,,,5.0,39.0,3081,3,30,7,0,0,0,,,,5.0,39.0,2111,3,30,9,0,0,0,,,,3.0,39.0,7498,3,30,11,0,0,0,,,,1.0,39.0,5753,3,30,13,0,0,80,,,,2.0,39.0,91,3,30,15,0,0,0,,,,1.0,39.0,1744,3,30,17,1,10,3100,2.0,4030.0,0.0
4,1.0,1.0,1.0,1.0,,,,,3,897,34,5,0,2,4,1,2010,1,3.0,9.0,4.0,1153,3,30,4,0,0,0,3.0,9.0,4.0,9081,3,30,5,0,0,4.0,34.0,4.0,7727,3,30,6,0,0,4.0,34.0,135,3,30,7,0,0,6.0,39.0,5316,3,30,8,0,0,6.0,39.0,3393,2,30,9,0,0,6.0,39.0,961,4,95,10,0,0,7.0,39.0,3278,4,95,11,0,0,8.0,39.0,2610,3,30,13,0,0,6.0,39.0,4121,2,30,15,0,0,8.0,39.0,4192,2,30,17,7,11,6.0,39.0,2520,2,30,19,1,11,7000,5.0,794.0,0.0,7.0,39.0,1506,1,10,21,1,10,0,4.0,874.0,0.0,5.0,39.0,2140,2,22,23,8,12,0,3.0,874.0,0.0,5.0,39.0,52,2,20,25,1,12,0,2.0,200.0,0.0,3.0,39.0,7080,2,20,27,1,12,0,,,,1.0,39.0,3174,2,20,29,1,12,0,,,,2.0,39.0,187,2,20,31,1,12,0,,,,1.0,39.0,13,2,20,33,1,12,0,,,
1,1.0,,,,,,,,3,899,32,0,0,2,1,1,2006,1,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,4.0,42.0,5467,4,60,8,0,0,6.0,48.0,11960,4,60,9,0,0,6.0,48.0,2878,4,60,10,0,0,6.0,48.0,4722,4,60,11,0,0,7.0,48.0,2550,4,60,12,0,0,8.0,48.0,6924,3,30,14,0,0,6.0,48.0,2314,3,30,16,7,8,8.0,48.0,3476,3,60,18,1,12,6.0,48.0,6112,3,60,20,1,12,5000,5.0,540.0,0.0,7.0,48.0,7589,2,20,22,1,13,0,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,
5,1.0,1.0,1.0,1.0,1.0,,,,3,899,33,1,1,2,1,1,2011,1,3.0,42.0,1.0,1340,73,30,3,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,6.0,48.0,14751,3,30,7,0,0,6.0,48.0,8789,3,30,8,0,0,6.0,48.0,2102,3,30,9,0,0,7.0,48.0,3032,3,30,10,0,0,8.0,0.0,4765,3,30,12,0,0,6.0,48.0,6842,3,30,14,0,0,8.0,48.0,1587,3,30,16,7,10,6.0,48.0,6642,3,30,18,7,13,0,5.0,472.0,0.0,7.0,48.0,7244,1,10,20,3,14,0,4.0,516.0,0.0,5.0,48.0,4008,1,10,22,1,13,0,3.0,570.0,0.0,5.0,48.0,1441,1,10,24,7,13,0,2.0,999.0,0.0,3.0,48.0,579,2,20,26,6,14,0,2.0,472.0,0.0,1.0,48.0,7664,2,20,28,6,14,0,,,,2.0,48.0,8813,2,20,30,6,14,0,,,,1.0,48.0,2264,2,20,32,6,14,0,,,
2,,,,,,,1.0,1.0,3,904,30,0,0,2,0,0,9999,2,3.0,22.0,1.0,330,0,0,0,0,0,0,3.0,22.0,1.0,4230,0,0,0,0,0,4.0,22.0,1.0,2629,0,0,0,0,0,4.0,22.0,5433,0,0,0,0,0,6.0,27.0,2632,0,0,0,0,0,6.0,27.0,848,0,0,0,0,0,6.0,8.0,2156,0,0,0,0,0,7.0,8.0,2716,0,0,0,0,0,8.0,8.0,1007,3,30,1,0,0,6.0,8.0,1919,3,30,2,0,0,8.0,27.0,956,3,30,4,0,0,6.0,27.0,127,3,30,6,0,0,0,,,,7.0,27.0,848,3,30,8,0,0,0,,,,5.0,27.0,683,3,30,10,0,0,0,,,,5.0,27.0,762,3,30,12,0,0,0,,,,3.0,27.0,602,3,30,14,0,0,0,,,,1.0,27.0,4316,2,30,16,7,9,0,,,,2.0,27.0,84,2,30,18,1,11,10469,2.0,7720.0,0.0,1.0,27.0,1150,2,30,20,1,14,4000,2.0,2540.0,0.0
3,,1.0,1.0,1.0,,,,,3,909,32,5,0,2,0,0,9999,2,3.0,42.0,5.0,3220,5,30,4,0,0,0,3.0,42.0,5.0,8613,5,30,5,0,0,4.0,42.0,5.0,4752,5,30,6,0,0,4.0,42.0,3709,5,30,7,0,0,6.0,48.0,5327,5,30,8,0,0,6.0,48.0,317,5,30,9,0,0,6.0,48.0,548,5,30,10,0,0,7.0,48.0,5203,5,30,11,0,0,8.0,48.0,2021,4,30,13,0,0,6.0,48.0,4191,4,30,15,0,0,8.0,48.0,3149,3,30,17,7,10,6.0,48.0,4305,51,30,19,7,12,5000,,,,7.0,48.0,2939,51,30,21,0,0,0,4.0,411.0,0.0,5.0,48.0,3994,1,10,23,7,15,0,3.0,472.0,0.0,5.0,48.0,6186,2,22,25,3,17,0,2.0,0.0,0.0,3.0,48.0,4590,2,22,27,1,17,0,,,,1.0,48.0,5135,2,22,29,1,17,0,,,,2.0,48.0,2569,2,22,31,1,17,0,,,,1.0,48.0,1493,2,22,33,1,17,0,,,
5,1.0,1.0,1.0,1.0,1.0,,,,3,915,33,5,0,2,0,1,2017,1,3.0,4.0,4.0,4941,3,30,2,0,0,0,3.0,4.0,4.0,5130,3,30,3,0,0,4.0,4.0,4.0,4870,3,30,4,0,0,4.0,4.0,5108,3,30,6,0,0,6.0,6.0,2639,3,30,6,0,0,6.0,6.0,4893,3,30,7,0,0,6.0,6.0,5337,3,30,8,0,0,7.0,6.0,2980,3,30,9,0,0,8.0,6.0,364,3,30,11,0,0,6.0,6.0,2430,3,30,13,0,0,8.0,6.0,117,3,30,15,0,0,6.0,6.0,2067,3,30,17,1,11,2350,5.0,405.0,0.0,7.0,6.0,2408,51,30,19,0,0,0,4.0,206.0,0.0,5.0,6.0,6363,1,10,22,3,16,0,3.0,464.0,0.0,5.0,6.0,1157,1,10,23,1,16,0,2.0,42.0,0.0,3.0,6.0,6884,1,10,26,1,17,0,2.0,593.0,0.0,1.0,6.0,1194,1,10,27,1,17,0,,,,2.0,6.0,6473,2,20,30,1,17,0,,,,1.0,6.0,222,2,20,31,2,17,0,,,
