TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,TAS19,ER30000,ER30001,ER30002,ER31988,ER31989,ER32000,ER32022,ER32034,ER32036,ER32049,V17701,V17703,V17798,ER30642,ER30643,ER30644,ER30645,ER30653,ER30657,ER30659,V19001,V19003,V19098,ER30689,ER30690,ER30691,ER30692,ER30699,ER30703,V20301,V20303,V20398,ER30733,ER30734,ER30735,ER30736,ER30744,ER30748,V21601,V21603,ER30806,ER30807,ER30808,ER30809,ER30816,ER30820,ER2001,ER4157,ER33101,ER33102,ER33103,ER33104,ER33111,ER33115,ER5001,ER6997,ER33201,ER33202,ER33203,ER33204,ER33211,ER33215,ER7001,ER9248,ER33301,ER33302,ER33303,ER33304,ER33311,ER33315,ER10001,ER10004,ER33401,ER33402,ER33403,ER33404,ER33411,ER33415,ER13001,ER13005,ER33501,ER33502,ER33503,ER33504,ER33512,ER33516,ER17001,ER17005,ER33601,ER33602,ER33603,ER33604,ER33612,ER33616,ER21001,ER21004,ER33701,ER33702,ER33703,ER33704,ER33712,ER33716,ER25001,ER25004,ER33801,ER33802,ER33803,ER33804,ER33813,ER33817,ER33838F,TA050001,TA050189,TA050953,ER36001,ER36004,ER33901,ER33902,ER33903,ER33904,ER33913,ER33917,ER33938F,TA070001,TA070207,TA070934,ER42001,ER42004,ER34001,ER34002,ER34003,ER34004,ER34016,ER34020,ER34032D,TA090001,TA090222,TA090998,ER47301,ER47304,ER34101,ER34102,ER34103,ER34104,ER34116,ER34119,ER34144D,TA110001,TA110223,TA111140,ER53001,ER53004,ER34201,ER34202,ER34203,ER34204,ER34216,ER34230,ER34251D,TA130001,TA130222,TA131244,ER60001,ER60004,ER34301,ER34302,ER34303,ER34305,ER34317,ER34349,ER34401D,TA150001,TA150214,TA151304,ER66001,ER66004,ER34501,ER34502,ER34503,ER34504,ER34516,ER34548,ER34639,TA170001,TA170204,TA171991,ER72001,ER72004,ER34701,ER34702,ER34703,ER34704,ER34716,ER34752,ER34848,TA190001,TA190257,TA192198
2,,,,,,,1.0,1.0,3,2712,34,0,0,2,0,0,9999,2,3.0,45.0,3.0,6510,0,0,0,0,0,0,3.0,45.0,3.0,7922,0,0,0,0,0,4.0,45.0,1.0,8952,0,0,0,0,0,4.0,45.0,2113,0,0,0,0,0,6.0,51.0,6912,0,0,0,0,0,6.0,51.0,1481,0,0,0,0,0,6.0,51.0,4568,0,0,0,0,0,7.0,51.0,4610,0,0,0,0,0,8.0,51.0,4628,3,30,1,0,0,6.0,51.0,6159,3,30,4,0,0,8.0,51.0,5933,3,30,6,0,0,6.0,51.0,4281,3,30,7,0,0,0,,,,7.0,51.0,6281,3,30,10,0,0,0,,,,5.0,51.0,4625,3,30,11,0,0,0,,,,5.0,51.0,4026,3,30,13,0,0,0,,,,3.0,51.0,1784,3,30,15,0,0,0,,,,1.0,51.0,3677,3,30,17,7,11,2000,,,,2.0,51.0,3130,3,30,20,1,15,3500,2.0,4110.0,0.0,1.0,51.0,7363,3,30,21,7,16,10000,2.0,5310.0,0.0
2,,,,,,,1.0,1.0,3,2712,35,0,0,2,0,0,9999,2,3.0,45.0,3.0,6510,0,0,0,0,0,0,3.0,45.0,3.0,7922,0,0,0,0,0,4.0,45.0,1.0,8952,0,0,0,0,0,4.0,45.0,2113,0,0,0,0,0,6.0,51.0,6912,0,0,0,0,0,6.0,51.0,1481,0,0,0,0,0,6.0,51.0,4568,0,0,0,0,0,7.0,51.0,4610,0,0,0,0,0,8.0,51.0,4628,4,30,1,0,0,6.0,51.0,6159,4,30,3,0,0,8.0,51.0,5933,4,30,5,0,0,6.0,51.0,4281,4,30,6,0,0,0,,,,7.0,51.0,6281,4,30,9,0,0,0,,,,5.0,51.0,4625,4,30,10,0,0,0,,,,5.0,51.0,4026,4,30,12,0,0,0,,,,3.0,51.0,1784,4,30,14,0,0,0,,,,1.0,51.0,3677,4,30,16,7,10,0,,,,2.0,51.0,3130,4,30,19,7,14,0,2.0,4110.0,0.0,1.0,51.0,7363,4,30,20,7,15,0,2.0,5700.0,0.0
4,1.0,1.0,1.0,1.0,,,,,3,2717,34,5,0,2,2,1,2013,1,3.0,20.0,4.0,2253,3,30,4,0,0,0,3.0,20.0,4.0,6896,3,30,5,0,0,4.0,20.0,4.0,5128,3,30,6,0,0,4.0,20.0,4896,3,30,7,0,0,6.0,25.0,12565,3,30,8,0,0,6.0,25.0,2584,3,30,9,0,0,6.0,25.0,6037,3,30,10,0,0,7.0,25.0,2001,3,30,11,0,0,8.0,25.0,2904,3,30,13,0,0,6.0,25.0,2484,3,30,15,0,0,8.0,25.0,4992,3,30,17,7,12,6.0,25.0,486,3,30,19,7,13,1000,5.0,472.0,0.0,7.0,25.0,2811,3,30,21,1,14,20000,4.0,364.0,0.0,5.0,25.0,3639,3,30,23,1,14,11000,3.0,364.0,0.0,5.0,25.0,6923,1,10,25,1,17,0,2.0,331.0,0.0,3.0,25.0,8320,1,10,27,1,17,0,,,,1.0,25.0,6125,2,20,29,1,17,0,,,,2.0,25.0,1191,2,20,31,1,17,0,,,,1.0,25.0,2017,2,20,33,1,17,0,,,
6,,1.0,1.0,1.0,1.0,1.0,1.0,,3,2717,36,5,0,2,2,1,2013,1,3.0,20.0,4.0,2253,4,30,1,0,0,0,3.0,20.0,4.0,6896,4,30,2,0,0,4.0,20.0,4.0,5128,4,30,3,0,0,4.0,20.0,4896,4,30,4,0,0,6.0,25.0,12565,4,30,5,0,0,6.0,25.0,2584,4,30,6,0,0,6.0,25.0,6037,4,30,7,0,0,7.0,25.0,2001,4,30,8,0,0,8.0,25.0,2904,4,30,10,0,0,6.0,25.0,2484,4,30,12,0,0,8.0,25.0,4992,4,30,14,0,0,6.0,25.0,486,4,30,16,7,9,0,,,,7.0,25.0,2811,4,30,18,1,11,3000,4.0,460.0,0.0,5.0,25.0,3639,4,30,20,1,14,3189,3.0,254.0,0.0,5.0,25.0,5827,3,30,22,1,16,1500,2.0,460.0,0.0,3.0,25.0,5670,2,22,24,1,16,0,2.0,254.0,0.0,1.0,25.0,4614,2,20,26,6,16,0,2.0,254.0,0.0,2.0,25.0,1287,2,20,28,1,16,0,2.0,4600.0,0.0,1.0,25.0,1558,2,20,30,1,16,0,,,
4,,,,,1.0,1.0,1.0,1.0,3,2717,38,0,0,2,0,0,9999,2,3.0,20.0,4.0,1251,0,0,0,0,0,0,3.0,20.0,4.0,4208,0,0,0,0,0,4.0,20.0,4.0,787,0,0,0,0,0,4.0,20.0,7863,0,0,0,0,0,6.0,25.0,12568,0,0,0,0,0,6.0,25.0,9180,0,0,0,0,0,6.0,25.0,6279,3,30,1,0,0,7.0,25.0,2470,3,30,1,0,0,8.0,25.0,1382,3,30,3,0,0,6.0,25.0,3908,3,30,5,0,0,8.0,25.0,4683,3,30,7,0,0,6.0,25.0,4025,3,30,9,0,0,0,,,,7.0,25.0,4850,3,30,11,0,0,0,,,,5.0,25.0,4286,3,30,13,0,0,0,,,,5.0,25.0,6655,3,30,16,7,10,0,,,,3.0,25.0,6233,3,30,17,7,12,3200,2.0,472.0,0.0,1.0,25.0,5941,3,30,20,1,14,11000,2.0,999.0,0.0,2.0,25.0,1305,51,30,21,7,0,0,2.0,3255.0,0.0,1.0,9.0,1844,1,10,23,1,16,0,2.0,3255.0,0.0
6,,1.0,1.0,1.0,1.0,1.0,1.0,,3,2722,31,5,0,2,1,0,9999,2,3.0,12.0,3.0,1946,3,30,1,0,0,0,3.0,12.0,3.0,950,3,30,1,0,0,4.0,12.0,3.0,3722,3,30,2,0,0,4.0,12.0,4207,3,30,3,0,0,6.0,17.0,4630,3,30,4,0,0,6.0,17.0,1482,3,30,5,0,0,6.0,17.0,702,3,30,6,0,0,7.0,17.0,2891,3,30,7,0,0,8.0,17.0,3355,3,30,9,0,0,6.0,17.0,2851,3,30,11,0,0,8.0,17.0,1110,3,30,13,0,0,6.0,17.0,1509,3,30,15,0,0,0,,,,7.0,17.0,748,3,30,17,7,11,0,4.0,0.0,0.0,5.0,17.0,728,3,30,19,1,13,3000,3.0,403.0,0.0,5.0,17.0,910,3,30,21,1,13,6200,2.0,403.0,0.0,3.0,17.0,7,3,30,23,1,15,8000,2.0,401.0,0.0,1.0,17.0,3794,3,30,25,1,16,4200,2.0,392.0,0.0,2.0,17.0,4484,3,30,27,1,16,44000,2.0,3945.0,0.0,1.0,17.0,5832,3,30,29,1,16,11000,,,
5,,,,1.0,1.0,1.0,1.0,1.0,3,2726,30,5,0,2,0,0,9999,2,3.0,12.0,3.0,5843,0,0,0,0,0,0,3.0,12.0,3.0,4112,0,0,0,0,0,4.0,12.0,3.0,1090,0,0,0,0,0,4.0,12.0,7979,3,30,1,0,0,6.0,17.0,6920,3,30,1,0,0,6.0,17.0,3595,3,30,1,0,0,6.0,17.0,3087,3,30,2,0,0,7.0,17.0,5569,3,30,4,0,0,8.0,17.0,5503,3,30,6,0,0,6.0,17.0,3299,3,30,8,0,0,8.0,17.0,1654,3,30,9,0,0,6.0,17.0,2835,3,30,11,0,0,0,,,,7.0,17.0,1366,3,30,13,0,0,0,,,,5.0,17.0,3598,3,30,16,7,10,200,,,,5.0,17.0,2743,3,30,18,7,11,500,2.0,460.0,0.0,3.0,17.0,4174,3,30,20,7,13,2800,2.0,460.0,0.0,1.0,17.0,2940,3,30,21,7,15,10000,2.0,460.0,0.0,2.0,17.0,474,3,30,23,3,15,10847,2.0,735.0,0.0,1.0,17.0,546,3,30,25,1,15,11000,2.0,4800.0,0.0
5,,1.0,1.0,1.0,1.0,1.0,,,3,2727,35,5,0,2,0,0,9999,2,3.0,10.0,3.0,4337,3,30,1,0,0,20,3.0,12.0,4.0,8022,3,30,3,0,0,4.0,12.0,4.0,5089,3,30,3,0,0,4.0,12.0,4982,3,30,4,0,0,6.0,17.0,12570,3,30,5,0,0,6.0,17.0,9271,3,30,6,0,0,6.0,17.0,6755,3,30,7,0,0,7.0,17.0,5522,3,30,8,0,0,8.0,17.0,2140,3,30,10,0,0,6.0,17.0,2215,3,30,12,0,0,8.0,17.0,4528,3,30,14,0,0,6.0,17.0,3885,3,30,16,7,11,0,,,,7.0,17.0,2940,51,30,18,7,12,100,4.0,472.0,0.0,5.0,17.0,4369,51,30,20,0,0,0,3.0,244.0,0.0,5.0,17.0,7292,51,30,23,0,0,0,2.0,243.0,0.0,3.0,36.0,7062,1,10,25,1,17,0,2.0,240.0,0.0,1.0,36.0,4190,1,10,26,1,17,0,2.0,240.0,0.0,2.0,36.0,6259,1,10,28,1,17,0,,,,1.0,36.0,2073,1,10,30,1,17,0,,,
3,,,1.0,1.0,1.0,,,,3,2727,36,5,0,2,0,0,9999,2,3.0,10.0,3.0,4337,0,0,0,0,0,0,3.0,12.0,4.0,8022,4,30,1,0,0,4.0,12.0,4.0,5089,4,30,1,0,0,4.0,12.0,4982,4,30,2,0,0,6.0,17.0,12570,4,30,3,0,0,6.0,17.0,9271,4,30,4,0,0,6.0,17.0,6755,4,30,5,0,0,7.0,17.0,5522,4,30,6,0,0,8.0,17.0,2140,4,30,8,0,0,6.0,17.0,2215,4,30,10,0,0,8.0,17.0,4528,4,30,12,0,0,6.0,17.0,3885,4,30,14,0,0,0,,,,7.0,17.0,2940,3,30,16,7,9,500,,,,5.0,17.0,4369,3,30,18,7,11,0,3.0,0.0,0.0,5.0,17.0,7292,3,30,20,1,14,1500,2.0,472.0,0.0,3.0,17.0,5003,51,30,22,1,0,1000,2.0,280.0,0.0,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,
4,,,1.0,1.0,1.0,1.0,,,3,2731,36,5,0,2,0,0,9999,2,3.0,4.0,3.0,4187,0,0,0,0,0,0,3.0,4.0,4.0,5521,4,30,1,0,0,4.0,4.0,6.0,1248,4,30,1,0,0,4.0,4.0,2092,4,30,3,0,0,6.0,6.0,6925,4,30,4,0,0,6.0,6.0,1952,4,30,4,0,0,6.0,6.0,3745,4,30,5,0,0,7.0,6.0,5430,4,30,7,0,0,8.0,6.0,2339,4,30,8,0,0,6.0,6.0,3604,4,30,11,0,0,8.0,6.0,5061,3,30,13,0,0,6.0,6.0,4465,3,30,15,0,0,0,,,,7.0,6.0,6469,3,30,17,7,11,0,,,,5.0,6.0,8520,3,30,19,7,12,0,3.0,472.0,0.0,5.0,6.0,4521,3,30,21,3,12,829,2.0,554.0,0.0,3.0,6.0,6654,2,30,23,1,12,9578,2.0,500.0,0.0,1.0,6.0,7493,2,30,25,1,14,10000,2.0,500.0,0.0,2.0,6.0,8753,2,30,27,1,14,10847,,,,1.0,6.0,9154,2,30,29,1,14,11000,,,
2,,,,,,1.0,,1.0,3,2731,37,0,0,2,2,0,9999,2,3.0,4.0,5.0,4215,0,0,0,0,0,0,3.0,4.0,4.0,8395,0,0,0,0,0,4.0,4.0,6.0,1248,0,0,0,0,0,4.0,4.0,7850,0,0,0,0,0,6.0,6.0,6931,0,0,0,0,0,6.0,6.0,582,0,0,0,0,0,6.0,6.0,2451,0,0,0,0,0,7.0,6.0,2432,3,30,1,0,0,8.0,6.0,4091,3,30,2,0,0,6.0,6.0,5299,2,30,5,0,0,8.0,6.0,5884,2,30,7,0,0,6.0,6.0,761,2,30,8,0,0,0,,,,7.0,6.0,6798,2,30,11,0,0,0,,,,5.0,6.0,3538,2,30,12,0,0,0,,,,5.0,6.0,1505,2,30,14,0,0,0,,,,3.0,6.0,5866,2,30,16,7,10,0,,,,1.0,6.0,3906,1,10,18,3,12,0,2.0,562.0,0.0,,,0,0,0,0,0,0,0,,,,1.0,6.0,9374,1,10,23,3,12,0,2.0,3930.0,0.0
4,1.0,1.0,1.0,1.0,,,,,3,2731,175,5,0,2,2,0,9999,2,3.0,4.0,3.0,2870,2,30,4,0,0,0,3.0,4.0,3.0,8831,2,30,6,0,0,4.0,4.0,4.0,1619,2,30,6,0,0,4.0,4.0,2889,2,30,8,0,0,6.0,6.0,6923,2,30,8,0,0,6.0,6.0,1953,2,30,9,0,0,6.0,6.0,2967,2,30,10,0,0,7.0,6.0,5298,2,30,11,0,0,8.0,6.0,2339,5,71,13,0,0,6.0,6.0,3604,5,71,15,0,0,8.0,6.0,5061,4,70,17,7,11,6.0,6.0,7395,1,10,20,1,13,0,5.0,451.0,0.0,7.0,18.0,6286,1,10,22,1,13,0,4.0,476.0,0.0,5.0,6.0,4951,1,10,23,1,12,0,3.0,401.0,0.0,5.0,6.0,1456,1,10,25,1,12,0,2.0,360.0,0.0,3.0,32.0,6585,1,10,28,1,12,0,,,,1.0,6.0,4554,1,10,29,2,12,0,,,,2.0,6.0,3972,1,10,31,1,12,0,,,,1.0,6.0,7953,1,10,34,1,14,0,,,
4,,,,,1.0,1.0,1.0,1.0,3,2752,33,0,0,2,0,1,2018,1,3.0,14.0,2.0,3309,0,0,0,0,0,0,3.0,14.0,2.0,1373,0,0,0,0,0,4.0,14.0,2.0,6214,0,0,0,0,0,4.0,14.0,6964,0,0,0,0,0,6.0,19.0,3009,0,0,0,0,0,6.0,19.0,4306,3,30,1,0,0,6.0,19.0,3314,3,30,1,0,0,7.0,19.0,120,3,30,2,0,0,8.0,19.0,3456,3,30,5,0,0,6.0,19.0,1016,3,30,6,0,0,8.0,19.0,2610,3,30,9,0,0,6.0,19.0,97,3,30,10,0,0,0,,,,7.0,19.0,5708,3,30,13,0,0,0,,,,5.0,19.0,5339,3,30,15,0,0,0,,,,5.0,19.0,3541,3,30,17,7,10,0,,,,3.0,19.0,564,3,30,18,1,13,7200,2.0,472.0,0.0,1.0,19.0,822,3,30,20,1,15,7000,2.0,472.0,0.0,2.0,19.0,4053,3,30,22,1,16,25000,2.0,2320.0,0.0,1.0,19.0,7238,2,20,25,1,16,0,2.0,2310.0,0.0
5,1.0,1.0,1.0,1.0,1.0,,,,3,2753,34,5,0,2,3,1,2009,1,3.0,42.0,4.0,6793,4,30,3,0,0,0,3.0,42.0,4.0,5826,4,30,4,0,0,4.0,42.0,4.0,429,4,30,5,0,0,4.0,42.0,1220,4,30,6,0,0,6.0,48.0,6938,4,30,7,0,0,6.0,48.0,619,4,30,8,0,0,6.0,48.0,4725,4,30,9,0,0,7.0,48.0,146,4,30,10,0,0,8.0,5.0,5870,4,30,12,0,0,6.0,5.0,3442,4,30,14,0,0,8.0,5.0,1546,3,30,16,7,10,6.0,5.0,2409,3,30,18,7,11,1000,5.0,230.0,0.0,7.0,5.0,4604,51,30,20,0,0,0,4.0,230.0,0.0,5.0,48.0,3608,51,30,22,0,0,0,3.0,494.0,0.0,5.0,37.0,5516,2,20,24,1,16,0,2.0,593.0,0.0,3.0,48.0,1521,2,20,26,6,16,0,2.0,999.0,0.0,1.0,5.0,2270,2,20,28,6,16,0,,,,2.0,5.0,2730,2,20,30,1,16,0,,,,1.0,5.0,5498,2,20,32,1,16,0,,,
4,,,,1.0,1.0,1.0,1.0,,3,2753,35,0,0,2,1,2,2011,4,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,6.0,48.0,6939,5,30,1,0,0,6.0,48.0,620,5,30,1,0,0,6.0,48.0,5307,5,30,3,0,0,7.0,48.0,148,5,30,3,0,0,8.0,48.0,5953,5,30,6,0,0,6.0,48.0,3443,5,30,8,0,0,8.0,48.0,1452,3,30,10,0,0,6.0,48.0,3171,3,30,12,0,0,0,,,,7.0,48.0,5982,3,30,14,0,0,0,,,,5.0,48.0,6582,3,30,16,7,10,0,,,,5.0,48.0,7717,2,20,18,3,12,0,2.0,552.0,0.0,3.0,6.0,2809,2,20,20,6,12,0,2.0,411.0,0.0,1.0,48.0,3071,1,10,22,7,12,0,2.0,411.0,0.0,2.0,48.0,2774,1,10,24,7,17,0,2.0,2145.0,0.0,,,0,0,0,0,0,0,0,,,
4,1.0,1.0,1.0,1.0,,,,,3,2753,174,0,0,2,0,1,2014,1,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,6.0,48.0,6939,4,33,10,0,0,6.0,48.0,620,4,33,10,0,0,6.0,48.0,5307,4,33,11,0,0,7.0,48.0,148,4,33,12,0,0,8.0,48.0,5953,4,33,15,0,0,6.0,48.0,3443,4,33,17,7,10,8.0,48.0,1452,52,33,18,7,12,6.0,48.0,3171,51,33,20,0,0,0,5.0,442.0,0.0,7.0,48.0,7107,1,10,23,1,17,0,4.0,260.0,0.0,5.0,48.0,3545,1,10,24,1,16,0,3.0,263.0,0.0,5.0,48.0,3208,1,10,26,1,16,0,2.0,260.0,0.0,3.0,48.0,2213,1,10,28,1,16,0,,,,1.0,13.0,2410,2,20,30,6,16,0,,,,2.0,48.0,2866,2,20,32,1,16,0,,,,1.0,48.0,6812,2,20,34,6,16,0,,,
2,,,,,,,1.0,1.0,3,2755,32,0,0,2,0,0,9999,2,3.0,17.0,2.0,1824,0,0,0,0,0,0,3.0,17.0,2.0,6708,0,0,0,0,0,4.0,17.0,2.0,2442,0,0,0,0,0,4.0,17.0,1293,0,0,0,0,0,6.0,22.0,4640,0,0,0,0,0,6.0,22.0,3865,0,0,0,0,0,6.0,22.0,7377,0,0,0,0,0,7.0,22.0,2690,0,0,0,0,0,8.0,22.0,4289,3,30,1,0,0,6.0,22.0,6241,3,30,3,0,0,8.0,22.0,2168,3,30,4,0,0,6.0,5.0,2824,3,30,6,0,0,0,,,,7.0,40.0,4210,3,30,8,0,0,0,,,,5.0,40.0,4380,3,30,10,0,0,0,,,,5.0,40.0,3555,3,30,12,0,0,0,,,,3.0,40.0,2123,3,30,14,0,0,0,,,,1.0,40.0,3435,3,30,16,7,10,0,,,,2.0,40.0,3199,3,30,18,7,13,0,2.0,3649.0,0.0,1.0,40.0,3432,51,30,21,1,15,11000,2.0,3649.0,0.0
1,,,,,,,,1.0,3,2755,33,0,0,2,0,0,9999,2,3.0,3.0,1.0,3065,0,0,0,0,0,0,3.0,3.0,1.0,6639,0,0,0,0,0,4.0,3.0,1.0,6058,0,0,0,0,0,4.0,41.0,538,0,0,0,0,0,6.0,47.0,4642,0,0,0,0,0,6.0,5.0,5671,0,0,0,0,0,6.0,5.0,623,0,0,0,0,0,7.0,5.0,3079,0,0,0,0,0,8.0,5.0,5780,0,0,0,0,0,6.0,5.0,5853,0,0,0,0,0,8.0,5.0,872,3,30,1,0,0,6.0,5.0,2554,3,30,3,0,0,0,,,,7.0,5.0,3843,3,30,5,0,0,0,,,,5.0,5.0,4222,3,30,7,0,0,0,,,,5.0,5.0,3081,3,30,9,0,0,0,,,,3.0,5.0,1794,3,30,11,0,0,0,,,,1.0,5.0,2448,3,30,13,0,0,0,,,,2.0,5.0,2552,3,30,15,0,0,0,,,,1.0,5.0,2943,3,30,17,7,11,1500,2.0,3955.0,0.0
6,,,1.0,1.0,1.0,1.0,1.0,1.0,3,2776,31,5,0,2,1,1,2016,1,3.0,4.0,2.0,5741,0,0,0,0,0,0,3.0,15.0,2.0,5701,0,0,0,0,0,4.0,15.0,3.0,3637,3,30,1,0,0,4.0,15.0,2315,3,30,1,0,0,6.0,20.0,4644,3,30,2,0,0,6.0,20.0,2207,3,30,3,0,0,6.0,20.0,6219,3,30,4,0,0,7.0,20.0,1000,3,30,5,0,0,8.0,20.0,2531,3,30,7,0,0,6.0,20.0,2281,3,30,9,0,0,8.0,20.0,5605,3,30,12,0,0,6.0,20.0,3495,3,30,13,0,0,0,,,,7.0,20.0,7324,3,30,16,7,10,0,,,,5.0,20.0,6203,3,30,17,1,12,7189,3.0,411.0,0.0,5.0,20.0,6095,3,30,20,1,12,11000,2.0,461.0,0.0,3.0,20.0,5924,1,10,21,1,13,0,2.0,461.0,0.0,1.0,20.0,2712,1,10,23,1,14,0,2.0,360.0,0.0,2.0,20.0,8017,2,20,26,1,15,0,2.0,3600.0,0.0,1.0,20.0,8590,2,20,28,1,15,0,2.0,3730.0,0.0
1,,,,,,,,1.0,3,2780,34,0,0,2,0,0,9999,2,3.0,42.0,5.0,5125,0,0,0,0,0,0,3.0,42.0,5.0,4947,0,0,0,0,0,4.0,0.0,5.0,3686,0,0,0,0,0,4.0,50.0,3226,0,0,0,0,0,6.0,2.0,16130,0,0,0,0,0,6.0,2.0,2749,0,0,0,0,0,6.0,2.0,5826,0,0,0,0,0,7.0,2.0,2162,3,30,1,0,0,8.0,2.0,380,3,30,2,0,0,6.0,2.0,1335,3,30,4,0,0,8.0,2.0,3095,3,30,6,0,0,6.0,2.0,3382,4,30,8,0,0,0,,,,7.0,2.0,1356,4,35,10,0,0,0,,,,5.0,2.0,4745,4,35,12,0,0,0,,,,5.0,2.0,3367,4,35,14,0,0,0,,,,3.0,2.0,6792,4,35,16,3,10,0,,,,1.0,2.0,4963,3,35,18,1,12,5157,,,,2.0,2.0,6349,3,35,20,1,12,18547,,,,1.0,2.0,2209,1,10,22,1,12,0,2.0,4710.0,0.0
1,,,,,,,,1.0,3,2781,34,0,0,2,0,1,2019,1,3.0,24.0,4.0,3986,0,0,0,0,0,0,3.0,24.0,4.0,7290,0,0,0,0,0,4.0,24.0,4.0,2538,0,0,0,0,0,4.0,24.0,1851,0,0,0,0,0,6.0,29.0,6961,0,0,0,0,0,6.0,29.0,2384,0,0,0,0,0,6.0,29.0,2960,0,0,0,0,0,7.0,29.0,3438,0,0,0,0,0,8.0,29.0,3286,0,0,0,0,0,6.0,29.0,4759,3,70,1,0,0,8.0,29.0,3987,4,60,2,0,0,6.0,29.0,2051,4,60,4,0,0,0,,,,7.0,29.0,4925,4,60,6,0,0,0,,,,5.0,29.0,4616,2,30,8,0,0,0,,,,5.0,29.0,596,3,33,10,0,0,0,,,,3.0,29.0,3859,3,33,12,0,0,0,,,,1.0,29.0,7003,2,30,14,0,0,0,,,,2.0,29.0,4326,2,30,16,1,9,0,,,,1.0,29.0,2983,2,30,18,1,12,15,2.0,7800.0,0.0
5,1.0,1.0,1.0,1.0,1.0,,,,3,2783,31,5,0,2,0,0,9999,2,3.0,20.0,4.0,1544,4,30,3,0,0,0,3.0,0.0,4.0,3420,4,30,4,0,0,4.0,0.0,4.0,2278,4,30,5,0,0,4.0,0.0,7562,4,30,6,0,0,6.0,12.0,6970,4,30,7,0,0,6.0,25.0,5706,4,30,8,0,0,6.0,25.0,5085,4,30,9,0,0,7.0,25.0,1800,4,30,10,0,0,8.0,25.0,2835,4,30,12,0,0,6.0,25.0,2476,4,30,14,0,0,8.0,25.0,527,4,30,16,7,9,6.0,25.0,5670,3,30,18,7,12,600,5.0,0.0,0.0,7.0,25.0,3380,51,30,20,0,0,0,4.0,476.0,0.0,5.0,25.0,3241,51,30,22,0,0,0,3.0,435.0,0.0,5.0,11.0,2084,1,10,24,1,16,0,2.0,541.0,0.0,3.0,25.0,5312,1,10,26,3,16,0,2.0,500.0,0.0,1.0,25.0,2036,2,22,28,1,16,0,,,,2.0,25.0,1475,2,22,30,1,16,0,,,,1.0,25.0,1542,1,10,32,1,16,0,,,
4,1.0,1.0,1.0,1.0,,,,,3,2786,32,5,0,2,4,1,2012,1,3.0,9.0,4.0,392,4,30,5,0,0,0,3.0,9.0,4.0,7587,4,30,6,0,0,4.0,9.0,4.0,6219,4,30,7,0,0,4.0,9.0,4920,3,30,8,0,0,6.0,12.0,6971,3,30,9,0,0,6.0,12.0,3037,3,30,10,0,0,6.0,12.0,5922,3,30,11,0,0,7.0,12.0,742,3,30,12,0,0,8.0,12.0,2909,3,30,14,0,0,6.0,12.0,2925,2,30,16,8,9,8.0,12.0,1552,2,30,18,1,10,6.0,12.0,902,2,30,20,6,11,0,5.0,402.0,0.0,7.0,12.0,6678,2,30,22,3,10,0,4.0,472.0,0.0,5.0,12.0,3070,2,30,24,6,11,0,3.0,0.0,0.0,5.0,12.0,1197,2,30,26,6,10,700,2.0,962.0,0.0,3.0,12.0,3042,2,30,28,8,10,0,,,,1.0,12.0,428,2,30,30,1,10,0,,,,2.0,12.0,2619,2,30,32,6,10,0,,,,1.0,12.0,1591,2,30,34,1,10,0,,,
3,,,,,,1.0,1.0,1.0,3,2799,32,0,0,2,0,0,9999,2,3.0,22.0,2.0,6942,0,0,0,0,0,0,3.0,22.0,2.0,7601,0,0,0,0,0,4.0,22.0,2.0,6251,0,0,0,0,0,4.0,22.0,253,0,0,0,0,0,6.0,27.0,6978,0,0,0,0,0,6.0,27.0,5850,0,0,0,0,0,6.0,27.0,7406,4,30,1,0,0,7.0,27.0,2928,4,30,1,0,0,8.0,27.0,4460,4,30,3,0,0,6.0,27.0,4826,4,30,5,0,0,8.0,27.0,4456,4,30,7,0,0,6.0,27.0,3237,4,30,9,0,0,0,,,,7.0,27.0,2904,4,30,11,0,0,0,,,,5.0,27.0,7604,4,30,13,0,0,0,,,,5.0,27.0,6729,4,30,15,0,0,0,,,,3.0,27.0,6841,3,30,17,7,11,0,,,,1.0,27.0,7568,51,30,19,7,13,1580,2.0,234.0,0.0,2.0,27.0,1455,51,30,21,0,0,0,2.0,5860.0,0.0,1.0,8.0,2478,2,22,23,1,15,0,2.0,2710.0,0.0
