# Child_BIRTHS_ALL_YEAR,MARITAL_STATUS_ALL_YEAR,RESID_STATE,AGE,EMPLOYMENT,EDUC_LEVEL,YEAR
1,1,45,26,1,16,11
3,2,45,15,0,0,11
2,5,6,26,3,12,11
1,2,6,19,1,12,11
0,2,6,18,3,12,11
2,2,48,13,0,0,11
2,2,48,12,0,0,11
1,2,6,15,0,0,11
0,2,6,15,0,0,11
0,2,45,24,1,16,11
0,2,45,10,0,0,11
0,2,45,14,0,0,11
1,5,6,18,7,11,11
0,2,6,19,1,12,11
2,1,24,24,1,14,11
0,2,24,12,0,0,11
2,2,48,27,1,13,11
0,2,48,19,7,12,11
0,2,48,0,0,0,11
1,2,17,23,1,14,11
0,1,47,25,3,12,13
3,4,47,23,6,12,13
0,4,47,21,6,12,13
4,1,47,28,1,12,13
2,1,17,28,6,14,13
2,1,39,23,6,12,13
3,2,39,20,3,12,13
2,1,39,20,1,12,13
0,2,39,18,0,0,13
1,2,39,17,0,0,13
2,2,39,14,0,0,13
2,1,37,22,3,13,13
2,2,6,25,5,12,13
0,2,6,18,7,0,13
0,2,0,0,0,0,13
2,1,0,0,0,0,13
1,2,42,16,7,10,13
0,2,6,13,0,0,13
0,2,6,18,7,11,13
0,2,12,24,1,13,13
2,2,12,23,0,0,13
0,2,29,18,1,11,13
0,1,17,22,1,12,13
0,2,21,13,0,0,13
0,2,39,11,0,0,13
2,2,47,19,1,12,13
1,4,47,17,7,10,13
2,1,38,25,1,12,13
0,1,38,22,3,11,13
0,2,8,22,1,16,13
0,2,38,16,7,10,13
0,2,38,16,7,9,13
0,2,38,14,0,0,13
0,2,38,13,0,0,13
0,2,17,24,0,0,13
0,2,6,20,1,13,13
0,1,8,28,1,17,13
3,1,8,26,6,14,13
0,2,45,21,5,8,13
2,2,45,20,1,10,13
2,2,45,20,7,12,13
0,2,37,22,3,14,13
0,2,37,12,0,0,13
1,1,45,24,1,16,13
0,2,45,16,7,11,13
0,2,45,15,0,0,13
0,2,41,27,1,16,13
2,2,42,21,3,12,13
1,1,18,17,7,11,13
0,2,49,25,1,16,13
0,2,45,22,1,16,13
0,2,45,17,7,11,13
0,2,34,22,1,13,13
0,2,19,17,7,10,13
0,2,21,21,3,12,13
0,2,21,17,7,11,13
1,2,21,15,0,0,13
0,2,21,12,0,0,13
1,2,0,0,0,0,13
0,2,36,12,0,0,13
0,2,0,0,0,0,13
0,2,29,17,7,11,13
0,2,29,14,0,0,13
0,2,39,18,3,11,13
0,2,39,14,0,0,13
2,1,21,28,1,17,13
2,1,21,27,1,13,13
0,2,21,14,0,0,13
2,1,20,28,1,11,13
0,2,26,23,1,14,13
0,2,47,19,5,11,13
0,2,0,0,0,0,13
0,2,47,13,0,0,13
2,1,47,23,6,12,13
0,2,42,11,0,0,13
2,2,6,19,1,11,13
0,2,45,24,1,16,13
0,2,17,24,1,16,13
0,2,29,26,1,16,13
0,2,19,17,1,10,13
0,2,19,12,0,0,13
2,1,19,26,1,11,13
2,2,19,16,1,9,13
0,2,19,28,3,16,13
0,2,19,24,0,0,13
0,2,18,19,7,12,13
0,2,18,16,7,9,13
0,2,45,26,1,17,13
0,2,45,23,1,16,13
3,2,0,0,0,0,13
1,1,36,26,1,14,13
1,4,36,24,3,14,13
0,1,51,22,1,15,13
1,1,37,21,1,15,13
3,1,0,22,1,14,13
0,2,6,23,1,16,13
0,2,17,14,0,0,13
0,2,36,24,1,16,13
0,2,36,20,7,14,13
0,2,36,17,7,11,13
0,2,36,15,0,0,13
0,1,32,29,7,16,13
2,1,6,22,1,12,13
0,2,34,22,0,0,13
0,2,6,11,0,0,13
0,2,19,17,7,10,13
0,2,19,12,0,0,13
0,2,18,15,0,0,13
0,2,34,15,0,0,13
1,1,39,28,1,17,13
0,2,45,20,1,12,13
0,2,45,12,0,0,13
0,1,6,24,0,0,13
0,2,6,22,1,16,13
0,2,42,12,0,0,13
0,2,29,13,0,0,13
1,1,39,28,3,16,13
0,2,18,12,0,0,13
2,1,21,21,7,13,13
0,2,47,22,1,13,13
0,2,35,16,7,10,13
0,2,6,26,1,12,13
0,2,6,18,7,11,13
0,2,6,16,7,10,13
1,1,8,16,7,9,13
0,2,6,15,0,0,13
0,2,6,14,0,0,13
0,2,6,13,0,0,13
0,2,6,11,0,0,13
0,2,33,14,0,0,13
0,2,33,12,0,0,13
1,1,26,26,1,17,13
0,1,26,24,1,16,13
0,1,18,28,1,16,13
0,2,36,17,0,0,13
0,1,6,14,0,0,13
2,1,0,0,0,0,13
0,2,26,19,7,0,13
3,1,42,28,1,17,13
2,1,19,24,1,14,13
0,2,17,22,1,16,13
0,2,17,20,7,14,13
0,2,12,15,0,0,13
1,2,48,17,7,11,13
2,5,48,15,0,0,13
0,2,48,13,0,0,13
0,2,36,14,0,0,13
2,1,20,21,0,0,13
0,1,20,17,3,11,13
3,1,56,28,1,12,13
0,2,30,20,1,12,13
0,2,39,12,0,0,13
1,1,45,22,1,15,13
0,2,19,18,7,11,13
0,2,19,15,0,0,13
0,2,39,20,0,0,13
1,2,34,29,1,14,13
0,2,0,0,0,0,13
0,2,48,17,7,11,13
0,2,48,13,0,0,13
0,2,27,28,1,16,13
2,2,37,21,1,15,13
0,2,37,21,1,12,13
1,2,37,18,3,11,13
0,2,37,17,6,10,13
0,2,37,12,0,0,13
0,2,34,20,1,13,13
0,2,34,12,0,0,13
0,2,34,28,1,13,13
0,2,34,17,7,10,13
3,1,37,28,6,13,13
0,2,37,14,0,0,13
4,1,8,26,6,12,13
0,2,41,14,0,0,13
0,2,34,16,1,10,13
0,2,37,20,1,12,13
0,2,21,16,7,9,13
2,1,21,26,1,12,13
0,2,26,20,1,12,13
0,2,26,13,0,0,13
0,2,49,16,7,10,13
1,2,40,26,1,16,13
0,2,55,14,0,0,13
0,4,51,26,1,16,13
0,2,51,22,1,14,13
0,2,42,13,0,0,13
0,2,34,22,0,0,13
0,2,34,14,0,0,13
0,2,8,11,0,0,13
0,2,26,16,1,11,13
0,2,48,13,0,0,13
1,2,48,21,1,14,13
1,1,48,20,1,13,13
4,2,1,23,3,12,13
0,2,1,28,1,11,13
1,2,6,26,1,16,13
0,2,51,24,1,15,13
0,2,26,23,0,0,13
0,2,47,22,1,12,13
1,4,12,23,6,12,13
1,1,42,25,1,16,13
0,2,6,20,0,0,13
0,2,37,19,0,0,13
0,2,6,18,1,12,13
0,2,6,17,1,11,13
0,2,37,15,0,0,13
2,4,21,25,1,12,13
0,2,21,20,3,12,13
2,1,12,24,6,14,13
0,2,37,16,7,9,13
0,2,0,0,0,0,13
0,2,45,22,0,0,13
1,1,53,22,3,12,13
2,2,55,25,1,11,13
1,1,34,26,1,16,13
0,2,34,23,1,16,13
0,2,34,21,0,0,13
0,2,34,12,0,0,13
1,2,40,24,7,12,13
1,4,8,21,6,12,13
0,1,8,15,0,0,13
0,1,6,26,7,17,13
0,2,0,20,0,0,13
0,2,53,13,0,0,13
0,2,17,24,1,12,13
0,2,42,22,1,12,13
0,2,44,19,1,12,13
0,2,42,16,7,99,13
0,2,42,12,0,0,13
2,2,42,26,1,12,13
0,2,42,20,1,13,13
1,2,42,17,1,10,13
0,2,42,15,0,0,13
0,2,42,13,0,0,13
0,2,48,20,0,0,13
2,1,28,27,1,14,13
3,1,4,26,6,12,13
0,2,4,14,0,0,13
0,2,31,17,1,10,13
2,1,12,28,1,16,13
0,2,17,25,1,16,13
1,2,34,24,6,14,13
0,1,36,23,1,16,13
3,4,29,29,1,12,13
2,1,29,22,1,8,13
4,4,29,24,6,12,13
0,2,4,14,0,0,13
0,2,0,0,0,0,13
0,2,19,16,3,10,13
0,2,21,18,7,0,13
0,2,0,0,0,0,13
0,2,27,27,1,15,13
2,1,46,26,1,15,13
0,1,27,24,1,16,13
0,2,55,23,1,14,13
0,2,27,17,7,10,13
0,2,27,12,0,0,13
0,1,27,28,1,12,13
0,2,27,20,0,0,13
0,2,27,18,7,0,13
2,1,39,26,1,16,13
3,2,0,0,0,0,13
3,4,30,26,1,10,13
0,2,41,21,3,15,13
0,2,41,25,1,16,13
2,2,8,22,1,16,13
0,2,8,17,7,10,13
0,2,29,20,1,12,13
0,2,42,16,3,9,13
0,2,42,13,0,0,13
2,1,34,26,1,12,13
1,1,34,24,1,12,13
0,1,21,23,1,16,13
1,4,51,26,1,16,13
0,2,37,15,0,0,13
0,2,55,25,3,12,13
0,1,53,21,1,12,13
0,2,55,20,1,12,13
3,1,55,20,3,12,13
0,2,55,18,1,12,13
2,2,55,18,1,11,13
0,2,39,15,0,0,13
3,1,0,0,0,0,13
1,1,6,24,1,17,13
1,2,41,15,0,0,13
0,2,41,12,0,0,13
0,2,41,18,3,11,13
0,2,41,14,0,0,13
2,1,53,27,1,14,13
0,2,41,16,1,10,13
0,2,17,24,1,16,13
3,1,26,24,1,16,13
2,1,19,24,1,14,13
0,2,19,24,0,0,13
1,1,19,22,1,16,13
0,2,27,12,0,0,13
1,1,13,22,6,12,13
0,2,29,18,3,11,13
0,2,51,17,7,10,13
0,2,51,13,0,0,13
0,2,34,13,0,0,13
0,2,55,14,0,0,13
2,1,9,28,1,16,13
1,2,9,21,1,12,13
0,2,27,22,0,0,13
0,2,9,28,1,17,13
3,1,48,28,3,17,13
0,1,47,15,0,0,13
0,1,47,24,0,0,13
2,2,18,21,6,12,13
0,2,18,11,0,0,13
0,2,12,23,0,0,13
0,2,12,20,0,0,13
0,2,39,16,7,9,13
0,2,39,12,0,0,13
1,2,37,18,7,12,13
1,2,37,15,0,0,13
0,2,42,12,0,0,13
0,2,42,17,7,10,13
0,2,47,13,0,0,13
0,2,47,12,0,0,13
0,2,28,14,0,0,13
0,2,26,25,1,16,13
1,2,28,25,1,17,13
1,2,28,19,7,13,13
0,2,41,16,7,9,13
0,2,41,13,0,0,13
2,1,55,25,0,0,13
0,2,34,21,1,14,13
0,2,34,21,0,0,13
0,2,36,25,1,16,13
1,1,37,15,0,0,13
0,1,42,20,1,14,13
0,2,12,17,1,11,13
0,2,0,0,0,0,13
0,2,41,18,3,11,13
0,2,8,19,7,0,13
0,2,8,17,7,11,13
0,2,39,11,0,0,13
4,1,39,27,1,12,13
1,1,0,0,0,0,13
1,1,48,26,6,14,13
0,2,27,14,0,0,13
0,2,48,27,1,17,13
0,1,6,26,1,17,13
2,1,8,20,3,14,13
0,1,36,23,1,16,13
0,2,34,21,1,14,13
0,2,34,18,7,11,13
0,2,34,13,0,0,13
0,2,28,15,0,0,13
0,2,28,11,0,0,13
1,2,28,24,3,14,13
1,1,28,21,1,15,13
0,1,6,20,1,14,13
2,1,42,18,1,12,13
1,2,42,16,7,9,13
2,1,0,0,0,0,13
0,1,29,15,0,0,13
5,4,47,27,1,12,13
0,2,47,12,0,0,13
0,1,18,26,1,14,13
0,2,37,17,1,11,13
0,2,55,11,0,0,13
0,2,53,18,7,0,13
0,2,53,16,7,10,13
0,2,53,14,0,0,13
0,2,53,20,7,0,13
0,2,53,28,1,16,13
0,2,34,12,0,0,13
2,1,33,27,1,14,13
0,2,1,16,3,10,13
3,2,51,25,1,12,13
0,4,26,25,1,12,13
0,1,26,17,7,11,13
0,1,26,14,0,0,13
1,4,13,25,1,12,13
1,1,26,18,1,12,13
0,2,26,18,3,12,13
0,2,26,19,1,13,13
2,5,0,0,0,0,13
2,5,0,0,0,0,13
1,2,40,28,1,12,13
2,1,16,27,1,12,13
5,2,40,23,3,9,13
0,2,40,13,0,0,13
0,2,41,19,3,12,13
0,2,41,12,0,0,13
4,1,40,23,6,12,13
0,2,16,12,0,0,13
0,2,26,24,1,12,13
0,2,26,22,1,0,13
1,1,48,27,1,14,13
0,2,48,15,0,0,13
1,1,48,19,1,12,13
1,1,47,25,1,17,13
1,1,47,22,1,12,13
2,1,37,28,1,16,13
2,1,37,27,1,16,13
0,2,33,13,0,0,13
1,1,0,0,0,0,13
0,2,25,17,5,8,13
0,2,25,16,1,10,13
0,2,25,14,0,0,13
2,1,0,0,0,0,13
1,1,51,25,1,16,13
0,2,51,21,0,0,13
0,2,22,14,0,0,13
2,2,51,15,0,0,13
0,2,51,12,0,0,13
0,2,51,11,0,0,13
0,2,51,16,7,9,13
0,2,51,13,0,0,13
0,2,51,20,1,0,13
1,2,51,16,7,9,13
0,1,25,22,1,15,13
0,2,25,21,7,16,13
1,2,29,24,1,12,13
1,2,29,19,9,99,13
0,2,29,20,1,14,13
0,2,29,12,0,0,13
4,1,5,25,1,12,13
0,2,5,19,0,0,13
0,2,13,18,7,11,13
2,1,37,28,1,15,13
0,1,48,22,1,14,13
0,2,48,20,1,12,13
0,2,48,18,1,12,13
1,1,48,28,1,16,13
0,2,48,16,7,10,13
0,2,27,23,1,16,13
0,2,27,22,7,0,13
0,1,47,18,7,0,13
0,1,41,28,1,16,13
1,4,25,26,1,16,13
0,1,13,22,0,0,13
0,2,13,21,0,0,13
0,2,48,15,0,0,13
0,2,48,12,0,0,13
0,2,0,0,0,0,13
0,2,41,26,1,13,13
0,2,31,13,0,0,13
0,2,8,11,0,0,13
0,2,8,28,1,16,13
3,1,8,28,6,16,13
1,1,8,23,7,16,13
0,2,8,15,0,0,13
0,2,8,11,0,0,13
3,1,8,25,1,14,13
3,4,42,27,5,11,13
2,2,5,21,3,13,13
1,2,47,21,1,13,13
0,2,5,20,3,12,13
8,5,47,28,6,12,13
3,2,13,27,1,16,13
2,1,8,23,8,0,13
0,2,48,15,0,0,13
4,2,26,27,3,12,13
1,1,47,25,1,17,13
0,2,48,13,0,0,13
1,1,0,0,0,0,13
1,1,21,22,1,16,13
0,2,25,28,1,16,13
0,2,25,23,1,13,13
0,2,6,16,7,10,13
0,2,45,28,1,16,13
1,1,26,24,1,16,13
0,2,12,11,0,0,13
0,2,0,0,0,0,13
0,1,13,24,1,17,13
0,2,29,11,0,0,13
0,2,27,28,1,16,13
2,1,4,28,3,14,13
0,2,36,14,0,0,13
0,2,37,16,7,10,13
3,1,18,28,6,16,13
0,2,18,25,1,17,13
0,1,18,22,1,16,13
0,1,13,22,0,0,13
0,2,51,17,7,11,13
0,1,36,18,1,13,13
3,2,48,26,6,12,13
0,2,48,13,0,0,13
0,2,37,19,1,12,13
0,2,37,14,0,0,13
1,1,25,25,1,16,13
0,2,25,23,0,0,13
0,2,36,28,1,17,13
0,2,34,25,3,16,13
0,1,29,20,0,0,13
0,2,29,16,7,10,13
2,1,36,26,1,16,13
1,1,36,26,1,17,13
1,1,36,28,3,16,13
0,2,25,28,1,17,13
3,1,20,26,1,12,13
0,2,42,13,0,0,13
0,2,13,13,0,0,13
3,2,18,23,1,12,13
0,4,15,22,1,14,13
0,2,16,21,3,14,13
0,2,26,13,0,0,13
1,1,26,24,1,16,13
0,2,26,22,0,0,13
4,1,26,20,6,14,13
0,1,26,20,1,14,13
1,1,26,17,7,11,13
0,2,17,20,0,0,13
0,2,6,16,7,10,13
4,1,29,26,1,12,13
0,1,29,23,1,16,13
1,1,29,20,0,0,13
0,2,29,17,5,10,13
0,2,12,15,0,0,13
0,2,25,12,0,0,13
0,2,39,13,0,0,13
0,2,41,12,0,0,13
0,2,48,25,1,13,13
1,2,6,16,7,10,13
2,2,6,24,3,13,13
0,2,12,28,1,10,13
0,2,5,21,1,0,13
1,1,5,16,7,10,13
2,5,18,27,1,13,13
0,2,21,25,3,12,13
2,1,18,22,1,10,13
0,2,21,19,3,9,13
0,2,53,21,1,14,13
1,2,0,0,0,0,13
0,2,53,24,1,12,13
1,1,30,22,1,13,13
2,1,21,24,1,16,13
0,2,34,23,1,17,13
0,2,34,11,0,0,13
3,1,5,23,1,13,13
2,2,36,22,1,12,13
0,2,13,11,0,0,13
0,2,36,19,7,0,13
0,2,36,17,7,11,13
0,2,51,28,1,16,13
0,1,49,18,1,11,13
0,2,49,15,0,0,13
0,2,37,11,0,0,13
1,1,6,23,1,15,13
0,2,1,11,0,0,13
0,2,55,14,0,0,13
0,4,53,20,7,14,13
4,1,19,25,6,99,13
2,2,20,27,1,16,13
2,1,0,0,0,0,13
0,1,47,18,1,12,13
1,1,26,24,1,16,13
0,4,26,21,3,12,13
0,2,0,0,0,0,13
0,2,26,12,0,0,13
0,2,54,20,7,14,13
0,2,54,19,0,0,13
1,2,54,17,8,12,13
0,2,54,12,0,0,13
0,2,27,18,1,11,13
0,2,27,12,0,0,13
0,1,26,26,0,0,13
0,2,34,25,1,16,13
0,2,39,22,1,13,13
0,2,45,22,0,0,13
0,2,45,20,0,0,13
0,2,39,12,0,0,13
1,2,55,18,1,12,13
0,2,17,14,0,0,13
3,4,8,29,3,11,13
0,2,32,26,1,14,13
0,1,8,27,1,16,13
1,1,12,25,1,17,13
1,1,40,23,1,17,13
0,2,26,20,0,0,13
0,2,26,18,1,13,13
0,2,26,17,1,11,13
0,1,36,26,1,17,13
3,1,29,24,1,14,13
2,1,29,23,1,12,13
2,2,29,21,1,12,13
3,1,29,21,6,12,13
0,2,48,13,0,0,13
1,2,42,19,1,12,13
0,2,12,18,1,11,13
0,2,18,22,1,15,13
0,2,18,17,7,11,13
2,1,18,25,1,15,13
1,2,18,24,1,12,13
0,2,18,18,1,11,13
0,2,18,17,1,10,13
0,2,18,13,0,0,13
1,2,18,19,1,12,13
0,2,51,13,0,0,13
0,2,39,26,0,0,13
0,2,0,0,0,0,13
1,1,39,21,0,0,13
0,2,39,18,1,12,13
0,2,36,22,1,14,13
0,2,36,19,0,0,13
0,2,36,13,0,0,13
0,2,17,22,3,16,13
0,2,41,21,1,9,13
0,4,41,20,1,12,13
0,4,29,23,1,15,13
0,2,5,16,7,9,13
0,2,47,12,0,0,13
0,2,37,27,1,16,13
0,2,37,24,1,16,13
0,2,34,17,1,10,13
0,2,36,14,0,0,13
0,2,0,0,0,0,13
0,1,51,23,0,0,13
0,2,21,25,1,12,13
0,2,21,23,1,16,13
0,2,24,18,7,11,13
0,2,25,20,7,14,13
0,2,25,20,0,0,13
0,2,6,24,6,16,13
1,2,17,23,1,12,13
2,2,17,21,3,11,13
2,1,25,23,1,15,13
0,2,25,17,1,11,13
0,1,6,19,0,0,13
0,2,6,17,1,10,13
0,2,25,15,0,0,13
0,2,25,11,0,0,13
0,2,6,11,0,0,13
0,2,6,11,0,0,13
0,2,1,11,0,0,13
1,1,1,20,1,12,13
0,2,48,13,0,0,13
0,2,0,0,0,0,13
1,1,6,29,1,16,13
0,2,9,26,1,16,13
0,2,9,16,3,10,13
0,2,48,22,3,14,13
0,2,48,14,0,0,13
1,2,0,0,0,0,13
0,2,39,27,1,14,13
0,2,36,25,1,16,13
0,2,39,12,0,0,13
1,1,29,26,1,15,13
0,2,17,14,0,0,13
0,2,17,15,0,0,13
0,1,4,20,1,0,13
1,2,4,18,0,0,13
3,1,18,23,1,16,13
0,1,18,22,1,12,13
0,2,18,19,1,12,13
0,2,12,17,7,9,13
0,2,47,16,1,10,13
0,2,18,12,0,0,13
2,4,18,25,1,12,13
3,2,0,0,0,0,13
2,1,18,25,7,11,13
1,2,18,26,1,14,13
0,2,18,19,0,0,13
0,2,18,11,0,0,13
2,1,18,28,0,0,13
0,1,18,25,1,13,13
1,4,18,26,1,15,13
0,4,48,21,1,0,13
0,2,18,18,0,0,13
0,2,18,16,7,9,13
0,1,21,24,1,14,13
0,2,36,16,7,10,13
0,2,6,14,0,0,13
1,2,45,18,3,11,13
0,2,45,15,0,0,13
0,2,45,13,0,0,13
0,2,45,11,0,0,13
0,1,6,22,0,0,13
0,2,30,29,1,15,13
3,4,6,26,6,12,13
0,4,6,25,1,13,13
0,2,6,21,1,12,13
1,4,6,25,6,17,13
0,2,6,23,1,15,13
3,1,48,27,1,17,13
0,2,39,14,0,0,13
0,2,26,13,0,0,13
2,2,42,17,3,9,13
0,2,42,17,7,10,13
1,2,42,15,0,0,13
0,2,42,13,0,0,13
0,2,42,14,0,0,13
0,2,42,13,0,0,13
0,2,42,11,0,0,13
2,1,42,28,1,12,13
3,4,42,23,1,14,13
0,1,42,17,3,11,13
0,2,42,16,7,9,13
1,1,21,28,1,17,13
1,1,1,17,1,11,13
0,2,39,12,0,0,13
2,1,0,0,0,0,13
2,1,37,24,1,17,13
0,2,12,20,0,0,13
1,1,29,18,3,11,13
1,2,29,16,1,10,13
0,2,17,26,0,0,13
0,2,8,19,7,12,13
0,2,8,19,6,12,13
1,1,46,25,1,12,13
1,1,19,23,1,14,13
0,2,29,0,0,0,13
0,2,0,0,0,0,13
0,2,28,23,1,12,13
0,2,47,28,1,15,13
0,2,26,26,7,17,13
1,1,6,27,1,16,13
0,2,37,23,9,17,13
0,5,37,28,1,12,13
1,2,37,25,1,16,13
3,2,26,25,1,12,13
0,2,0,0,0,0,13
2,2,8,27,1,13,13
2,2,4,21,7,15,13
1,2,4,21,1,11,13
0,1,4,16,7,9,13
0,2,4,12,0,0,13
0,2,44,18,0,0,13
0,2,44,23,8,17,13
0,2,36,25,1,16,13
0,1,36,25,1,16,13
0,2,6,18,3,12,13
0,1,12,28,1,16,13
0,2,29,26,7,17,13
2,1,36,28,6,13,13
0,1,0,0,0,0,13
0,2,51,14,0,0,13
1,2,45,24,9,99,13
0,2,45,12,0,0,13
1,1,29,25,1,16,13
0,2,29,22,1,14,13
1,1,8,28,1,14,13
0,4,51,22,1,12,13
2,1,48,19,6,12,13
0,1,39,27,1,14,13
2,2,26,19,1,12,13
1,1,39,24,1,14,13
0,2,39,22,0,0,13
0,2,6,28,1,16,13
0,1,0,28,1,16,13
2,2,41,25,6,11,13
0,2,6,20,0,0,13
0,1,25,27,1,17,13
1,1,25,25,1,14,13
0,1,25,22,7,15,13
0,2,0,0,0,0,13
0,1,25,22,0,0,13
0,2,25,19,7,13,13
0,2,25,16,1,11,13
0,2,25,16,7,10,13
0,2,32,20,1,13,13
0,2,32,16,7,10,13
0,2,39,21,1,12,13
0,2,25,17,7,10,13
3,2,36,24,7,13,13
0,2,34,19,7,0,13
0,1,17,23,1,13,13
0,2,0,0,0,0,13
0,2,42,26,7,17,13
1,4,29,26,1,13,13
0,2,48,19,7,0,13
2,1,27,27,1,14,13
1,2,5,15,0,0,13
1,1,26,25,1,17,13
0,2,19,18,1,12,13
0,2,26,14,0,0,13
0,2,26,14,0,0,13
3,5,40,23,6,12,13
0,2,40,21,1,12,13
0,2,41,12,0,0,13
1,4,17,29,1,16,13
0,1,18,27,1,12,13
4,1,26,28,3,9,13
0,2,26,13,0,0,13
1,1,53,27,7,15,13
2,1,8,26,1,17,13
0,1,36,24,1,16,13
1,2,5,14,0,0,13
0,2,6,20,0,0,13
1,1,6,27,1,16,13
0,2,27,27,1,16,13
0,2,55,18,7,11,13
2,5,29,19,1,12,13
4,4,29,18,1,0,13
0,2,47,15,0,0,13
0,2,29,11,0,0,13
0,2,48,13,0,0,13
0,1,24,26,1,15,13
0,2,24,23,1,16,13
1,1,53,28,1,17,13
0,1,11,26,1,16,13
0,1,42,21,1,16,13
1,1,42,25,1,16,13
0,2,42,18,7,0,13
2,2,17,25,1,12,13
0,2,17,12,0,0,13
0,2,17,11,0,0,13
0,1,40,18,1,11,13
0,2,48,11,0,0,13
3,1,24,17,3,10,13
0,2,24,16,1,10,13
0,4,17,22,0,0,13
0,2,17,22,1,14,13
0,2,18,11,0,0,13
0,1,29,25,1,16,13
0,1,56,23,1,17,13
0,2,48,18,7,12,13
0,2,0,0,0,0,13
0,1,42,22,0,0,13
1,1,4,23,1,15,13
0,2,51,15,0,0,13
0,1,6,24,6,99,13
2,2,39,27,1,12,13
0,2,39,20,3,13,13
0,2,42,15,0,0,13
0,1,36,21,1,14,13
0,2,34,17,7,11,13
2,1,29,23,1,11,13
2,4,29,20,1,10,13
0,2,27,15,0,0,13
0,4,37,26,1,16,13
0,1,51,23,1,16,13
2,4,54,21,1,10,13
0,2,51,20,1,16,13
0,1,48,24,1,16,13
0,2,4,22,7,16,13
0,2,6,23,1,13,13
0,2,12,15,0,0,13
0,1,13,17,1,11,13
0,2,13,24,8,12,13
0,2,0,0,0,0,13
1,2,41,13,0,0,13
0,2,42,28,1,12,13
1,2,42,25,1,12,13
0,2,42,17,1,10,13
0,2,4,16,7,10,13
1,1,8,19,9,99,13
0,2,4,14,0,0,13
0,2,8,11,0,0,13
0,2,20,13,0,0,13
0,2,36,23,1,16,13
0,2,34,20,0,0,13
0,2,34,17,1,11,13
0,2,34,13,0,0,13
0,2,36,27,1,16,13
0,2,36,23,1,16,13
0,2,6,22,1,16,13
0,2,36,19,7,0,13
0,2,51,12,0,0,13
0,2,51,26,1,99,13
0,1,37,20,3,12,13
0,2,37,17,9,11,13
0,2,37,14,0,0,13
2,5,37,24,1,12,13
0,2,37,13,0,0,13
0,2,41,16,3,10,13
0,2,21,24,1,12,13
1,2,41,27,1,14,13
0,1,6,26,1,16,13
0,2,41,18,7,0,13
0,2,41,15,0,0,13
0,2,53,11,0,0,13
1,1,28,24,1,15,13
1,2,42,27,1,12,13
1,1,39,23,1,13,13
0,1,39,22,0,0,13
3,1,35,18,3,12,13
0,2,35,14,0,0,13
0,2,6,27,1,16,13
0,2,32,20,0,0,13
0,2,32,17,7,11,13
1,1,6,29,1,12,13
2,1,55,26,1,16,13
0,2,34,17,1,11,13
0,1,36,23,0,0,13
0,2,36,21,0,0,13
0,2,36,20,0,0,13
0,2,34,17,7,11,13
0,2,12,16,7,9,13
0,2,8,20,0,0,13
0,2,8,17,7,11,13
0,2,8,15,0,0,13
0,2,8,13,0,0,13
0,2,19,24,1,12,13
0,2,19,23,0,0,13
0,2,48,21,1,14,13
0,2,18,14,0,0,13
0,2,18,12,0,0,13
0,2,19,28,1,13,13
2,1,31,26,1,14,13
4,1,31,23,6,12,13
2,1,19,27,1,16,13
0,2,19,13,0,0,13
0,1,31,20,7,0,13
0,2,31,20,0,0,13
0,2,48,20,1,12,13
1,2,39,12,0,0,13
0,2,39,17,7,11,13
1,5,39,23,6,12,13
3,2,39,21,1,12,13
0,2,12,22,1,99,13
0,2,39,18,1,12,13
0,2,12,14,0,0,13
2,1,49,25,1,16,13
0,1,0,0,0,0,13
0,2,53,20,0,0,13
0,1,53,18,7,11,13
0,2,53,12,0,0,13
0,2,49,12,0,0,13
0,1,41,18,7,12,13
0,2,4,23,1,17,13
0,2,4,18,7,12,13
0,2,4,15,0,0,13
4,2,4,26,1,13,13
0,1,4,23,1,12,13
3,2,0,0,0,0,13
3,5,18,20,1,12,13
0,2,18,17,1,11,13
0,2,18,14,0,0,13
0,2,18,13,0,0,13
0,2,46,26,1,16,13
0,2,5,21,8,8,13
0,2,5,20,1,12,13
3,1,5,19,3,0,13
0,2,5,11,0,0,13
6,1,5,24,6,9,13
3,2,5,23,5,6,13
0,2,13,18,1,0,13
0,2,1,11,0,0,13
2,1,36,29,1,99,13
1,2,47,24,1,12,13
0,2,0,0,0,0,13
1,2,47,23,1,12,13
1,1,28,20,7,12,13
0,2,28,16,7,9,13
0,2,0,0,0,0,13
1,2,28,15,0,0,13
0,2,28,11,0,0,13
0,2,6,22,7,16,13
2,1,6,23,6,99,13
1,2,6,21,3,11,13
0,1,26,22,1,16,13
2,1,0,0,0,0,13
0,2,26,22,1,14,13
3,1,26,23,1,14,13
2,4,5,26,1,15,13
0,2,5,15,0,0,13
0,2,51,15,0,0,13
4,1,51,23,6,12,13
4,4,51,21,6,12,13
0,2,25,16,1,9,13
0,2,25,14,0,0,13
0,2,25,11,0,0,13
3,2,39,28,1,12,13
2,2,39,27,1,12,13
0,1,12,25,1,17,13
4,1,39,22,1,12,13
1,1,39,22,1,12,13
0,2,39,16,7,10,13
1,1,39,15,0,0,13
0,2,39,12,0,0,13
0,4,39,17,7,10,13
0,2,39,15,0,0,13
0,2,42,28,1,16,13
0,2,34,25,3,14,13
2,1,42,25,1,16,13
0,2,42,16,7,9,13
2,1,42,27,1,16,13
5,2,4,24,9,8,13
