TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,TAS19,ER30000,ER30001,ER30002,ER31988,ER31989,ER32000,ER32022,ER32034,ER32036,ER32049,V17701,V17798,ER30642,ER30643,ER30644,ER30645,ER30653,ER30657,ER30659,V19001,V19098,ER30689,ER30690,ER30691,ER30692,ER30699,ER30703,V20301,V20398,ER30733,ER30734,ER30735,ER30736,ER30744,ER30748,ER30806,ER30807,ER30808,ER30809,ER30816,ER30820,ER33101,ER33102,ER33103,ER33104,ER33111,ER33115,ER33201,ER33202,ER33203,ER33204,ER33211,ER33215,ER33301,ER33302,ER33303,ER33304,ER33311,ER33315,ER33401,ER33402,ER33403,ER33404,ER33411,ER33415,ER33501,ER33502,ER33503,ER33504,ER33512,ER33516,ER33601,ER33602,ER33603,ER33604,ER33612,ER33616,ER33701,ER33702,ER33703,ER33704,ER33712,ER33716,ER33801,ER33802,ER33803,ER33804,ER33813,ER33817,ER33838F,TA050001,TA050189,TA050953,ER33901,ER33902,ER33903,ER33904,ER33913,ER33917,ER33938F,TA070001,TA070207,TA070934,ER34001,ER34002,ER34003,ER34004,ER34016,ER34020,ER34032D,TA090001,TA090222,TA090998,ER34101,ER34102,ER34103,ER34104,ER34116,ER34119,ER34144D,TA110001,TA110223,TA111140,ER34201,ER34202,ER34203,ER34204,ER34216,ER34230,ER34251D,TA130001,TA130222,TA131244,ER34301,ER34302,ER34303,ER34305,ER34317,ER34349,ER34401D,TA150001,TA150214,TA151304,ER34501,ER34502,ER34503,ER34504,ER34516,ER34548,ER34639,TA170001,TA170204,TA171991,ER34701,ER34702,ER34703,ER34704,ER34716,ER34752,ER34848,TA190001,TA190257,TA192198
4,,,,,1,1,1,1,3,14,33,0,0,2,0,0,9999,2,3,1,7077,0,0,0,0,0,0,3,2,8366,0,0,0,0,0,4,2,1742,0,0,0,0,0,363,0,0,0,0,0,3850,0,0,0,0,0,2920,4,30,1,0,0,2015,4,30,1,0,0,681,4,30,2,0,0,669,4,30,4,0,0,190,4,30,6,0,0,2703,4,30,8,0,0,677,4,30,10,0,0,0,,,,2668,4,30,12,0,0,400,,,,126,4,30,14,0,0,400,,,,964,3,30,16,7,10,600,,,,1865,51,30,18,7,0,4000,2,500,0,2839,51,30,20,0,0,0,2,586,0,1723,1,10,22,1,16,0,2,3600,0,1937,1,10,24,7,17,0,2,4600,0
1,,,,,,,1,,3,16,34,0,0,2,0,0,9999,2,3,2,6675,0,0,0,0,0,0,3,2,8220,0,0,0,0,0,4,2,8623,0,0,0,0,0,6425,0,0,0,0,0,4682,0,0,0,0,0,10181,0,0,0,0,0,5671,0,0,0,0,0,1721,0,0,0,0,0,754,4,30,1,0,0,770,3,30,2,0,0,2619,3,30,4,0,0,1063,3,30,6,0,0,0,,,,3618,3,30,8,0,0,0,,,,8053,3,30,10,0,0,0,,,,8403,3,30,12,0,0,0,,,,0,0,0,0,0,0,0,,,,6761,3,30,16,1,11,0,,,,9035,3,30,19,7,13,0,2,2340,0,0,0,0,0,0,0,0,,,
1,,,,,,,1,,3,16,174,0,0,1,0,0,9999,2,3,2,6675,0,0,0,0,0,0,3,2,8220,0,0,0,0,0,4,2,8623,0,0,0,0,0,6425,0,0,0,0,0,4682,0,0,0,0,0,10181,0,0,0,0,0,5671,0,0,0,0,0,1721,0,0,0,0,0,754,0,0,0,0,0,770,0,0,0,0,0,2619,4,71,13,0,0,1063,4,71,15,0,0,0,,,,7254,3,30,17,3,10,0,,,,6161,71,30,19,3,11,0,,,,4483,1,10,21,1,10,0,,,,8959,1,10,23,3,12,0,,,,8487,1,10,25,3,12,0,,,,6436,1,10,27,3,12,0,2,2700,0,8354,1,10,29,3,12,0,,,
1,,,,,,,,1,3,16,177,0,0,1,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,7254,4,30,10,0,0,0,,,,6161,3,30,12,0,0,0,,,,2211,3,30,13,0,0,0,,,,1163,3,30,15,0,0,0,,,,4663,3,30,17,7,10,750,,,,5223,3,30,19,6,12,0,,,,8879,3,30,22,3,12,0,2,0,0
2,1,1,,,,,,,3,18,38,5,0,2,2,1,2009,1,3,4,4972,4,30,4,0,0,0,3,4,3296,4,30,5,0,0,4,4,2363,4,30,6,0,0,3374,4,30,7,0,0,16637,3,30,8,0,0,8636,3,30,9,0,0,8475,3,30,10,0,0,690,3,30,11,0,0,4157,3,33,13,0,0,2801,3,33,15,0,0,6239,3,33,17,7,11,5647,3,98,19,1,12,3000,5,570,0,1047,1,10,21,1,13,0,4,593,0,7651,2,20,23,1,13,0,,,,2272,2,20,25,1,13,0,,,,0,0,0,0,0,0,0,,,,1099,2,20,29,1,14,0,,,,7631,2,20,31,1,14,0,,,,6392,2,20,33,1,14,0,,,
4,,,,,1,1,1,1,3,18,39,0,0,1,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,10975,0,0,0,0,0,11749,3,30,1,0,0,8961,3,30,1,0,0,4311,3,30,1,0,0,687,3,30,2,0,0,2069,3,30,4,0,0,2802,3,30,6,0,0,5713,3,30,9,0,0,1321,3,30,10,0,0,0,,,,940,3,30,12,0,0,0,,,,3582,3,30,14,0,0,0,,,,395,2,30,16,7,9,3000,,,,5977,2,30,18,7,12,0,2,623,0,879,2,30,20,7,13,4000,2,405,0,4401,2,30,22,1,13,35000,2,9130,0,4822,2,30,24,1,13,40000,2,3930,0
3,,,,,,1,1,1,3,18,40,0,0,1,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,10975,0,0,0,0,0,11749,4,30,1,0,0,8961,4,30,1,0,0,4311,4,30,1,0,0,687,4,30,2,0,0,2069,4,30,4,0,0,2802,4,30,6,0,0,5713,4,30,9,0,0,1321,4,30,10,0,0,0,,,,940,4,30,12,0,0,0,,,,3582,4,30,14,0,0,0,,,,395,3,30,16,7,9,3000,,,,5977,3,30,18,7,12,0,,,,879,3,30,20,1,12,11200,2,555,0,4401,3,30,22,1,12,42000,2,5550,0,4822,3,30,24,1,12,60000,2,5550,0
1,,,,,,1,,,3,18,41,0,0,1,0,0,9999,2,3,5,4971,0,0,0,0,0,0,3,6,3295,0,0,0,0,0,4,5,7760,0,0,0,0,0,3432,0,0,0,0,0,11744,0,0,0,0,0,3448,0,0,0,0,0,7045,4,30,1,0,0,4261,4,30,1,0,0,2149,4,30,3,0,0,3313,4,30,5,0,0,6687,4,30,7,0,0,5937,3,30,9,0,0,0,,,,7955,4,35,11,0,0,0,,,,5016,4,33,13,0,0,0,,,,2916,4,33,15,0,0,0,,,,7557,3,33,17,1,11,3000,,,,5223,1,10,19,1,12,0,2,562,0,9570,3,30,22,1,12,28000,,,,9518,71,30,24,1,12,35000,,,
2,,,,,,,1,1,3,18,42,0,0,2,1,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,10975,0,0,0,0,0,11749,0,0,0,0,0,8961,0,0,0,0,0,4311,0,0,0,0,0,687,0,0,0,0,0,2069,5,30,1,0,0,2802,5,30,3,0,0,5713,5,30,6,0,0,1321,5,30,7,0,0,0,,,,940,5,30,9,0,0,0,,,,3582,5,30,12,0,0,0,,,,395,4,30,13,0,0,0,,,,5977,4,30,16,7,10,0,,,,879,4,30,17,7,11,0,,,,4401,4,30,19,3,12,18000,2,4110,0,4822,4,30,21,1,12,36300,2,9999,0
2,,,,,,,1,1,3,18,45,0,0,2,0,0,9999,2,3,5,4971,0,0,0,0,0,0,3,6,3295,0,0,0,0,0,4,5,7760,0,0,0,0,0,3432,0,0,0,0,0,11744,0,0,0,0,0,3448,0,0,0,0,0,7045,0,0,0,0,0,4261,0,0,0,0,0,2149,0,0,0,0,0,3313,5,30,1,0,0,6687,5,30,3,0,0,5937,4,30,5,0,0,0,,,,7955,5,35,7,0,0,0,,,,5016,5,33,9,0,0,0,,,,2916,5,33,11,0,0,0,,,,7557,4,33,13,0,0,0,,,,4651,3,33,15,0,0,0,,,,8610,2,30,17,1,11,2500,2,4150,0,8839,2,30,20,1,11,15000,2,4110,0
4,,,,,1,1,1,1,3,18,189,0,0,2,0,0,9999,2,3,5,4971,0,0,0,0,0,0,3,6,3295,0,0,0,0,0,4,5,7760,0,0,0,0,0,3432,0,0,0,0,0,11744,0,0,0,0,0,3448,0,0,0,0,0,4928,0,0,0,0,0,1487,6,38,2,0,0,1741,4,38,4,0,0,3310,3,30,6,0,0,6122,3,30,8,0,0,1057,3,30,10,0,0,0,,,,293,3,30,12,0,0,0,,,,3155,3,30,14,0,0,0,,,,365,3,30,16,7,9,0,,,,3172,3,30,18,7,11,1100,2,476,0,30,51,30,20,7,14,0,2,234,0,3818,51,30,22,0,0,0,2,4760,0,5638,2,30,24,1,15,4000,2,2540,0
5,,1,1,1,1,1,,,3,22,30,5,0,2,0,0,9999,2,3,2,296,2,30,1,0,0,0,3,2,2568,2,30,2,0,0,4,3,5107,3,30,3,0,0,3347,3,30,4,0,0,4691,3,30,5,0,0,3449,3,30,6,0,0,1105,3,30,7,0,0,3651,3,30,8,0,0,702,3,30,10,0,0,6375,3,30,12,0,0,5453,2,30,14,0,0,4407,2,30,16,7,11,773,,,,2585,2,30,18,1,12,700,4,460,0,907,2,30,20,1,14,6000,3,254,0,1751,2,30,22,1,13,17000,2,254,0,1231,2,30,24,1,13,18000,2,254,0,669,2,30,26,1,13,15000,2,254,0,470,2,30,28,1,13,10847,,,,4247,2,30,30,1,13,11000,,,
5,,,1,1,1,1,1,,3,22,31,5,0,2,2,0,9999,2,3,3,297,3,30,1,0,0,0,3,1,2449,72,30,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,4693,2,30,4,0,0,1128,2,30,5,0,0,1516,2,30,6,0,0,3649,2,30,7,0,0,547,2,30,9,0,0,6376,2,30,11,0,0,5806,2,30,13,0,0,3752,2,30,15,0,0,0,,,,2831,2,30,17,7,10,800,,,,962,51,30,19,7,13,1200,3,533,0,841,51,30,21,0,0,0,2,496,0,759,51,30,23,0,0,0,2,232,0,5337,3,30,25,1,16,28000,2,201,0,40,3,30,27,1,16,41960,2,2010,0,3989,3,30,29,1,16,54000,,,
5,,,,1,1,1,1,1,3,22,176,0,0,1,2,1,2013,1,3,3,297,0,0,0,0,0,0,3,1,2449,0,0,0,0,0,4,1,6032,0,0,0,0,0,3509,0,0,0,0,0,4690,0,0,0,0,0,1127,0,0,0,0,0,133,0,0,0,0,0,5098,3,30,5,0,0,3056,3,30,7,0,0,6769,3,30,9,0,0,5144,3,30,11,0,0,3548,3,30,13,0,0,0,,,,5288,2,30,15,0,0,0,,,,0,0,0,0,0,0,0,,,,5984,2,30,19,3,13,2000,2,460,0,1415,1,10,21,1,14,0,2,562,0,1342,1,10,23,1,14,0,2,962,0,283,1,10,25,1,14,0,2,5100,0,4137,1,10,27,1,14,0,2,910,0
3,,,,,1,1,1,,3,39,31,0,0,2,0,0,9999,2,3,3,3586,0,0,0,0,0,0,3,3,4225,0,0,0,0,0,4,2,8105,0,0,0,0,0,8061,0,0,0,0,0,4704,0,0,0,0,0,2368,0,0,0,0,0,425,3,30,1,0,0,1293,3,30,1,0,0,1020,3,30,3,0,0,2120,3,30,6,0,0,891,3,30,7,0,0,1269,3,30,9,0,0,0,,,,1214,3,30,11,0,0,0,,,,2941,3,30,14,0,0,0,,,,863,3,30,15,0,0,0,,,,4968,3,30,18,1,11,1500,2,472,0,5050,51,30,20,0,0,0,2,999,0,3059,51,30,22,0,0,0,2,5360,0,0,0,0,0,0,0,0,,,
1,,,,,,,,1,3,39,32,0,0,1,0,0,9999,2,3,3,3586,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,4702,0,0,0,0,0,8793,0,0,0,0,0,5810,0,0,0,0,0,915,0,0,0,0,0,911,0,0,0,0,0,2297,3,30,1,0,0,1614,3,30,2,0,0,2564,2,30,4,0,0,0,,,,1985,2,30,6,0,0,0,,,,3200,2,30,8,0,0,0,,,,847,3,33,10,0,0,0,,,,0,0,0,0,0,0,0,,,,8478,3,33,15,0,0,0,,,,3578,2,30,17,1,10,300,,,,8252,1,10,18,1,12,0,2,1030,0
3,,,1,1,1,,,,3,40,35,5,0,1,3,1,2008,5,3,5,1475,5,30,4,0,0,0,3,5,7403,5,30,5,0,0,4,5,10,5,30,6,0,0,6709,5,30,7,0,0,3856,4,30,8,0,0,10330,4,30,9,0,0,6753,3,30,10,0,0,3434,3,30,11,0,0,854,3,30,13,0,0,5975,2,60,15,0,0,6300,3,35,17,8,10,6203,6,40,19,3,10,0,,,,3462,1,10,21,6,9,0,,,,6236,1,10,23,6,10,0,3,0,0,7750,1,10,25,7,10,0,2,962,0,2896,1,10,27,1,10,0,2,770,0,8954,1,10,29,1,10,0,,,,8096,1,10,31,1,10,0,,,,9515,1,10,33,1,10,0,,,
1,,,,,,,1,,3,40,37,5,0,2,0,2,2009,1,3,2,565,0,0,0,0,0,0,3,3,5957,3,30,1,0,0,4,4,1498,3,30,1,0,0,4922,2,30,2,0,0,3859,2,30,3,0,0,3211,3,33,4,0,0,411,3,33,5,0,0,5300,3,33,6,0,0,36,3,33,8,0,0,3790,3,30,10,0,0,4588,2,30,12,0,0,7826,3,30,14,0,0,0,,,,7660,2,30,16,7,10,0,,,,3738,2,20,18,7,11,0,,,,708,2,20,20,6,11,0,,,,2106,1,10,22,1,12,0,,,,6248,2,20,24,1,12,0,,,,9260,2,20,27,1,13,0,2,3600,0,0,0,0,0,0,0,0,,,
4,,,,1,,1,1,1,3,40,38,5,0,1,0,0,9999,2,3,2,565,0,0,0,0,0,0,3,3,5957,0,0,0,0,0,4,4,1498,4,30,1,0,0,4922,3,30,1,0,0,3859,3,30,2,0,0,3211,4,33,3,0,0,411,4,33,3,0,0,5300,4,33,5,0,0,36,4,33,6,0,0,3790,4,30,9,0,0,4588,3,30,11,0,0,7826,4,30,13,0,0,0,,,,2199,3,30,15,0,0,600,,,,1105,3,30,17,7,11,0,,,,290,3,30,19,3,12,9000,2,981,0,3380,51,30,21,0,0,0,,,,7541,51,30,23,0,0,0,2,404,0,8029,51,30,25,0,0,0,2,4320,0,8277,4,30,27,0,0,0,2,140,0
1,,,,,1,,,,3,40,39,0,0,1,0,0,9999,2,3,2,565,0,0,0,0,0,0,3,3,5957,0,0,0,0,0,4,4,1498,0,0,0,0,0,4922,0,0,0,0,0,3859,0,0,0,0,0,3211,0,0,0,0,0,411,5,30,1,0,0,5300,5,30,1,0,0,36,5,30,3,0,0,3790,5,30,5,0,0,4588,4,30,7,0,0,7660,3,30,9,0,0,0,,,,732,3,30,11,0,0,0,,,,8287,3,30,14,0,0,0,,,,3559,3,30,15,0,0,0,,,,6418,3,30,17,1,12,4500,2,652,0,0,0,0,0,0,0,0,,,,8259,3,30,22,1,13,35000,,,,0,0,0,0,0,0,0,,,
2,,,,,,,1,1,3,41,32,0,0,2,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,7655,0,0,0,0,0,11754,0,0,0,0,0,0,0,0,0,0,0,8040,0,0,0,0,0,483,0,0,0,0,0,1429,0,0,0,0,0,3983,3,30,1,0,0,442,2,30,3,0,0,1114,3,60,5,0,0,0,,,,308,3,60,7,0,0,0,,,,337,3,60,9,0,0,0,,,,561,3,60,11,0,0,0,,,,650,3,60,13,0,0,0,,,,4698,3,60,15,0,0,0,,,,3858,3,60,17,7,9,0,2,0,0,7712,1,10,19,3,12,0,2,4720,0
1,,,,,,,,1,3,41,34,0,0,2,0,0,9999,2,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,10769,0,0,0,0,0,11759,0,0,0,0,0,1841,0,0,0,0,0,8147,0,0,0,0,0,3171,0,0,0,0,0,2648,0,0,0,0,0,3184,0,0,0,0,0,6114,3,30,1,0,0,1578,2,30,3,0,0,0,,,,888,3,35,5,0,0,0,,,,1200,3,35,7,0,0,0,,,,1864,3,35,9,0,0,0,,,,4278,3,35,11,0,0,0,,,,2759,3,35,13,0,0,0,,,,6731,3,35,15,0,0,0,,,,4543,3,35,17,7,10,0,2,4060,0
2,,,,1,1,,,,3,45,32,5,0,1,2,0,9999,2,3,4,3632,0,0,0,0,0,0,3,5,1684,0,0,0,0,0,4,4,2146,4,60,1,0,0,8227,3,33,1,0,0,7119,3,33,2,0,0,691,2,30,3,0,0,8223,3,60,4,0,0,150,3,60,5,0,0,375,3,60,7,0,0,1449,3,60,9,0,0,2125,3,60,11,0,0,3253,3,30,13,0,0,0,,,,751,3,30,15,0,0,0,,,,40,3,30,17,7,9,0,,,,2720,3,30,19,3,11,1000,2,632,0,2753,3,30,21,1,11,2200,2,913,0,51,3,30,23,2,11,15236,,,,0,0,0,0,0,0,0,,,,2232,51,30,27,8,11,17080,,,
4,,,,,1,1,1,1,3,45,33,0,0,2,2,0,9999,2,3,4,3632,0,0,0,0,0,0,3,5,1684,0,0,0,0,0,4,4,2146,0,0,0,0,0,8227,0,0,0,0,0,7119,4,30,1,0,0,691,3,30,1,0,0,8224,3,97,2,0,0,4731,3,97,3,0,0,6864,3,97,6,0,0,1710,3,97,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,1285,3,30,17,1,11,5000,,,,4511,1,10,19,1,12,0,2,62,0,523,1,10,21,1,12,0,2,62,0,8738,2,22,24,1,12,0,2,4700,0,2189,1,10,25,1,12,0,2,800,0
3,,,,,,1,1,1,3,45,34,0,0,2,1,1,2014,4,3,4,3632,0,0,0,0,0,0,3,5,1684,0,0,0,0,0,4,1,4884,0,0,0,0,0,4601,0,0,0,0,0,7118,0,0,0,0,0,692,0,0,0,0,0,4872,2,30,1,0,0,151,2,30,1,0,0,5973,3,35,3,0,0,1709,3,33,5,0,0,0,0,0,0,0,0,4943,3,30,9,0,0,0,,,,5584,3,30,11,0,0,0,,,,0,0,0,0,0,0,0,,,,3584,3,30,15,0,0,0,,,,4255,3,30,17,7,10,0,,,,7404,2,20,20,6,12,0,2,341,0,8283,1,10,22,1,12,0,2,3420,0,1941,1,10,23,2,12,0,2,3420,0
4,1,1,1,1,,,,,3,47,34,5,0,2,2,1,2006,1,3,3,2352,3,30,2,0,0,0,3,4,3088,3,30,3,0,0,4,4,2222,3,30,4,0,0,49,3,30,5,0,0,4705,3,30,7,0,0,3700,3,30,7,0,0,78,3,30,8,0,0,367,3,30,9,0,0,2747,3,30,11,0,0,323,3,30,13,0,0,3275,3,30,15,0,0,2516,3,30,17,1,12,4772,5,460,0,2554,2,20,19,1,12,0,4,461,0,2699,2,20,21,1,12,0,3,461,0,3153,2,20,23,1,12,0,2,432,0,1841,2,20,25,1,12,0,,,,6374,2,20,28,1,12,0,,,,5744,2,20,29,1,12,0,,,,8022,2,20,32,1,12,0,,,
5,,1,1,1,1,1,,,3,47,35,5,0,1,0,0,9999,2,3,6,833,6,60,1,0,0,0,3,6,6899,6,60,2,0,0,4,6,4196,6,60,3,0,0,84,6,60,4,0,0,16176,3,30,5,0,0,4058,3,30,6,0,0,1380,3,30,7,0,0,4601,3,30,8,0,0,115,3,30,10,0,0,4285,3,30,12,0,0,2977,3,30,14,0,0,1523,3,30,16,7,9,0,,,,3357,3,30,18,7,11,0,4,405,0,2260,3,30,20,1,13,10000,3,401,0,1206,3,30,22,1,12,10000,2,401,0,2030,3,30,24,1,12,12618,2,644,0,8891,1,10,27,1,12,0,2,660,0,4710,1,10,28,1,12,0,,,,8705,1,10,30,1,12,0,,,
5,,,1,1,1,1,1,,3,47,36,5,0,2,0,1,2017,1,3,3,2352,0,0,0,0,0,0,3,4,3088,4,30,1,0,0,4,4,2222,4,30,1,0,0,49,4,30,2,0,0,4705,4,30,3,0,0,3700,4,30,4,0,0,78,4,30,5,0,0,367,4,30,6,0,0,2747,4,30,8,0,0,323,4,30,10,0,0,3275,4,30,12,0,0,2516,4,30,14,0,0,520,,,,1528,3,30,16,1,9,1500,,,,3510,3,30,18,1,11,3000,3,461,0,337,3,30,20,1,12,14516,2,360,0,869,3,30,22,3,11,50000,2,360,0,1840,1,10,24,1,13,0,2,360,0,3934,1,10,26,1,13,0,2,3600,0,6839,2,20,28,1,13,0,,,
5,,,1,1,1,1,1,,3,47,37,5,0,2,0,0,9999,2,3,2,3875,0,0,0,0,0,0,3,3,5589,3,30,1,0,0,4,3,4195,3,30,1,0,0,1118,3,30,3,0,0,4708,3,30,4,0,0,6312,3,30,4,0,0,4986,3,30,5,0,0,2732,3,30,6,0,0,4580,3,30,8,0,0,5744,3,35,10,0,0,6379,3,33,13,0,0,5476,3,33,15,0,0,0,,,,0,0,0,0,0,0,0,,,,8718,1,10,19,7,13,0,3,411,0,2860,1,10,20,1,13,0,2,460,0,4606,1,10,22,1,16,0,2,142,0,1729,1,10,24,1,16,0,2,142,0,3782,1,10,26,1,16,0,2,1420,0,5506,2,22,28,1,16,0,,,
5,,,,1,1,1,1,1,3,47,38,5,0,1,0,0,9999,2,3,2,3875,0,0,0,0,0,0,3,3,5589,0,0,0,0,0,4,3,4195,0,0,0,0,0,1118,4,30,1,0,0,4708,4,30,1,0,0,6312,4,30,2,0,0,4986,4,30,3,0,0,2732,4,30,4,0,0,4580,4,30,6,0,0,5744,4,35,8,0,0,6379,4,33,10,0,0,5476,4,33,12,0,0,0,,,,0,0,0,0,0,0,0,,,,5369,4,30,16,3,10,0,,,,2137,4,30,18,7,11,35,2,551,0,3521,51,30,20,7,0,1000,2,462,0,7143,51,30,22,0,0,0,2,761,0,4959,51,30,24,0,0,0,2,5510,0,5452,51,30,26,0,0,0,2,0,0
3,,,,,,1,1,1,3,47,39,0,0,2,0,0,9999,2,3,6,833,0,0,0,0,0,0,3,6,6899,0,0,0,0,0,4,6,4196,0,0,0,0,0,84,0,0,0,0,0,16176,0,0,0,0,0,4058,0,0,0,0,0,1380,0,0,0,0,0,4601,4,30,1,0,0,115,4,30,2,0,0,4285,4,30,5,0,0,2977,4,30,7,0,0,1523,4,30,8,0,0,0,,,,3357,4,30,11,0,0,0,,,,2260,4,30,12,0,0,0,,,,1206,4,30,14,0,0,0,,,,2030,4,30,16,7,10,0,,,,7543,3,30,18,1,13,2500,2,155,0,9208,3,30,21,1,15,12000,2,4600,0,7885,3,30,23,1,16,30000,2,2060,0
3,,,,,,1,1,1,3,47,40,0,0,2,0,0,9999,2,3,6,833,0,0,0,0,0,0,3,6,6899,0,0,0,0,0,4,6,4196,0,0,0,0,0,84,0,0,0,0,0,4706,0,0,0,0,0,6313,0,0,0,0,0,4448,0,0,0,0,0,5905,3,30,1,0,0,1842,3,30,2,0,0,2576,3,30,4,0,0,5296,3,30,6,0,0,1910,3,30,8,0,0,0,,,,2180,3,30,10,0,0,0,,,,5381,3,30,12,0,0,0,,,,567,3,30,14,0,0,0,,,,2002,3,30,16,7,9,0,,,,843,3,30,18,7,11,1500,2,999,0,6845,3,30,20,1,14,10000,2,2340,0,8310,3,30,22,1,16,14000,2,2340,0
2,,,,,,,1,1,3,47,41,0,0,2,0,0,9999,2,3,6,833,0,0,0,0,0,0,3,6,6899,0,0,0,0,0,4,6,4196,0,0,0,0,0,84,0,0,0,0,0,16176,0,0,0,0,0,4058,0,0,0,0,0,1380,0,0,0,0,0,4601,0,0,0,0,0,115,5,30,1,0,0,4285,5,30,2,0,0,2977,5,30,4,0,0,1523,5,30,6,0,0,0,,,,3357,5,30,8,0,0,0,,,,2260,5,30,10,0,0,0,,,,1206,5,30,12,0,0,0,,,,2030,5,30,14,0,0,0,,,,7543,4,30,16,3,11,0,,,,9208,4,30,19,1,13,2831,2,2300,0,7885,4,30,20,1,13,11000,2,2300,0
1,,,,,,,1,,3,47,42,0,0,1,99,0,9999,2,3,6,833,0,0,0,0,0,0,3,6,6899,0,0,0,0,0,4,6,4196,0,0,0,0,0,84,0,0,0,0,0,4706,0,0,0,0,0,6313,0,0,0,0,0,4448,0,0,0,0,0,5865,0,0,0,0,0,2987,0,0,0,0,0,3508,3,30,1,0,0,3670,3,30,3,0,0,3942,3,30,5,0,0,0,,,,3779,3,30,7,0,0,0,,,,3506,3,30,9,0,0,0,,,,4135,3,30,11,0,0,0,,,,7387,3,30,13,0,0,0,,,,0,0,0,0,0,0,0,,,,7897,51,30,18,1,12,3600,2,4720,0,0,0,0,0,0,0,0,,,
2,,,,,,,1,1,3,47,43,0,0,2,0,0,9999,2,3,6,833,0,0,0,0,0,0,3,6,6899,0,0,0,0,0,4,6,4196,0,0,0,0,0,84,0,0,0,0,0,4706,0,0,0,0,0,6313,0,0,0,0,0,4448,0,0,0,0,0,5905,0,0,0,0,0,1842,0,0,0,0,0,2576,4,30,1,0,0,5296,4,30,4,0,0,1910,4,30,5,0,0,0,,,,2180,4,30,7,0,0,0,,,,5381,4,30,10,0,0,0,,,,567,4,30,11,0,0,0,,,,2002,4,30,13,0,0,0,,,,843,4,30,15,0,0,0,,,,6845,4,30,18,7,12,0,2,0,0,8310,4,30,20,7,14,500,2,4420,0
5,,1,1,1,1,1,,,3,50,32,5,0,2,0,0,9999,2,3,3,195,3,30,1,0,0,0,3,4,7227,3,30,2,0,0,4,4,5307,3,30,3,0,0,3346,3,30,4,0,0,3862,3,30,5,0,0,2059,3,30,6,0,0,1562,3,30,7,0,0,1273,3,30,8,0,0,5529,3,30,10,0,0,972,3,30,12,0,0,6152,3,30,14,0,0,5103,3,30,16,7,9,10,,,,181,3,30,18,1,11,1414,4,405,0,1911,3,30,20,7,13,2369,3,476,0,6025,51,30,22,0,0,0,2,540,0,1140,51,30,24,0,0,0,2,540,0,8703,2,30,26,1,17,0,2,300,0,7312,1,10,28,1,16,0,,,,9197,1,10,30,1,16,0,,,
6,,,1,1,1,1,1,1,3,50,33,5,0,1,0,0,9999,2,3,3,195,0,0,0,0,0,0,3,4,7227,4,30,1,0,0,4,4,5307,4,30,1,0,0,3346,4,30,3,0,0,3862,4,30,3,0,0,2059,4,30,4,0,0,1562,4,30,5,0,0,1273,4,30,6,0,0,5529,4,30,8,0,0,972,4,30,10,0,0,6152,4,30,12,0,0,5103,4,30,13,0,0,0,,,,181,4,30,15,0,0,0,,,,1911,4,30,17,7,11,1231,3,395,0,6025,3,30,19,1,13,2583,2,395,0,1140,2,30,21,1,15,500,2,422,0,1191,2,30,23,1,15,13236,2,405,0,6193,1,10,25,1,17,0,2,2200,0,6589,1,10,27,1,17,0,2,2540,0
5,,,,1,1,1,1,1,3,50,34,5,0,2,0,0,9999,2,3,2,424,0,0,0,0,0,0,3,2,367,0,0,0,0,0,4,2,7002,0,0,0,0,0,3076,3,30,1,0,0,3863,3,30,1,0,0,1132,3,30,1,0,0,2915,3,30,2,0,0,475,3,30,3,0,0,5220,3,30,6,0,0,3800,3,30,8,0,0,6377,3,30,10,0,0,3963,3,30,12,0,0,0,,,,514,3,30,13,0,0,2000,,,,2992,3,30,16,7,10,0,,,,5981,3,30,18,7,12,0,2,435,0,3227,3,30,20,1,13,3000,2,405,0,3555,3,30,22,1,14,6000,2,405,0,5884,3,30,24,1,17,6000,2,4150,0,8600,3,30,26,1,17,90500,2,3310,0
